cone1,cone2,cone3,center1x,center1y,center2x,center2y,center3x,center3y,slice_index
259.44528198242193,302.8935852050781,306.6443786621094,878.6974487304688,1603.0677490234375,1664.40087890625,307.03173828125,114.6072235107422,288.16778564453125,495
293.17877197265625,305.6922302246094,320.0305480957031,875.8602905273438,1615.1455078125,1665.3485107421875,307.3327331542969,114.0901336669922,283.14971923828125,499
263.4766845703125,307.2857360839844,318.88720703125,877.0557250976562,1601.489013671875,1666.0877685546875,307.6017761230469,115.97987365722656,283.7342224121094,503
,,294.41943359375,,,,,123.4276351928711,281.4442749023437,508
266.15505981445307,304.1722106933594,316.32525634765625,875.4107666015625,1603.7047119140625,1665.9937744140625,306.3070678710937,118.92317199707033,284.23797607421875,512
252.125732421875,303.5731506347656,297.1961669921875,875.3511962890625,1596.865234375,1664.2705078125,305.9268798828125,119.77523803710938,281.8265991210937,516
232.45260620117188,301.775634765625,309.2762451171875,872.8185424804688,1596.034912109375,1664.498291015625,308.1168212890625,120.01780700683594,284.1953430175781,520
271.10861206054693,302.2319030761719,316.3972473144531,873.2749633789062,1607.121337890625,1667.5325927734375,307.9508361816406,117.08336639404295,283.6759948730469,524
232.1840057373047,302.14385986328125,314.1881408691406,866.1864013671875,,1665.21923828125,307.5721740722656,114.85276794433594,283.9979553222656,528
268.55377197265625,298.47564697265625,313.61767578125,874.5498046875,1608.5684814453125,1663.791015625,,114.62289428710938,282.3782043457031,533
246.0070037841797,300.58697509765625,316.8451538085937,871.4734497070312,1595.94287109375,1666.0323486328125,306.9560241699219,115.97942352294922,283.6326904296875,537
254.6803131103516,296.3384094238281,312.9299011230469,869.6183471679688,1603.801025390625,1663.7838134765625,308.0342102050781,114.35330200195312,283.0986328125,541
284.2446594238281,224.5055084228516,,,,1656.908935546875,,,,545
253.43785095214844,295.3916015625,315.9638977050781,878.8026733398438,1601.31396484375,1665.021484375,306.97772216796875,113.6959991455078,282.7611389160156,549
259.81893920898443,295.7269592285156,310.7398681640625,874.42529296875,1609.3865966796875,1663.7486572265625,308.6031188964844,116.53250122070312,285.1935119628906,554
252.4944610595703,293.0743713378906,310.0347900390625,879.0878295898438,1602.1181640625,1664.300048828125,307.8744506835937,118.8294677734375,283.1278991699219,558
249.8689880371093,296.87615966796875,313.5635681152344,872.6419067382812,1600.215576171875,1665.867431640625,307.259521484375,117.10719299316406,283.39715576171875,562
285.854736328125,297.2173767089844,313.1212463378906,877.168212890625,1614.1156005859375,1665.519775390625,307.8298645019531,112.20764923095705,281.99591064453125,566
249.234619140625,297.10504150390625,308.7554626464844,879.4766845703125,1600.155517578125,1666.6588134765625,306.9995422363281,118.10811614990234,283.46063232421875,570
255.2774353027344,294.51080322265625,309.6506042480469,879.5416259765625,1603.0986328125,1666.9522705078125,306.5145263671875,119.09613037109376,283.84552001953125,575
,,311.07867431640625,,,,,115.80145263671876,282.78717041015625,579
298.5874328613281,295.991455078125,308.99365234375,877.3040161132812,1625.2813720703125,1668.017333984375,306.5262145996094,118.48819732666016,284.3116149902344,583
247.6557006835937,296.3409729003906,311.8537902832031,876.819580078125,1600.0709228515625,1667.9466552734375,306.40545654296875,116.2570343017578,283.486572265625,587
,233.68923950195312,302.0497131347656,,,1656.818603515625,,113.93836975097656,278.98098754882807,591
237.76646423339844,291.7162475585937,307.8837890625,878.5988159179688,1596.7069091796875,1666.9522705078125,305.0221862792969,117.02317810058594,282.3902893066406,596
,294.913330078125,,,,1667.76953125,305.7572937011719,,,600
247.0069274902344,289.6474914550781,306.2188415527344,879.5211181640625,1603.0526123046875,1666.8037109375,307.7746276855469,115.32237243652344,283.5152282714844,604
,,305.6180725097656,,,,,120.54823303222656,285.5045166015625,608
,,308.5907287597656,,,,,117.82298278808594,284.7796630859375,612
,,304.060546875,,,,,118.69793701171876,284.5158386230469,616
,,305.0459899902344,,,,,118.2624969482422,283.74981689453125,621
290.67413330078125,282.7362976074219,299.6834716796875,873.2745361328125,1625.2408447265625,1668.71728515625,304.7718505859375,123.53514099121094,284.8827819824219,625
,,306.7518615722656,,,,,114.59130859375,281.4161376953125,629
,,294.4382019042969,,,,,122.48851776123048,286.1255798339844,633
255.7635803222656,291.0287475585937,298.23455810546875,881.0513305664062,1613.260009765625,1670.971923828125,305.6903991699219,124.1961669921875,285.1773681640625,637
,286.3182678222656,306.57696533203125,,,1668.3201904296875,306.7360534667969,113.3818359375,282.4356994628906,642
243.2958374023437,284.79107666015625,306.62091064453125,887.8929443359375,1599.257080078125,1669.005126953125,304.84490966796875,117.2881851196289,282.3915100097656,646
238.7367553710937,286.39752197265625,303.1397705078125,877.20849609375,1600.314697265625,1667.2740478515625,305.92730712890625,117.68302154541016,284.5610046386719,650
253.1385192871093,285.5247497558594,298.094970703125,879.4778442382812,1609.8326416015625,1668.194580078125,305.7611999511719,119.17869567871094,282.3231811523437,654
245.71099853515625,285.3006286621094,299.23736572265625,877.9844360351562,1603.3302001953125,1667.861572265625,304.45574951171875,120.72987365722656,283.7390441894531,658
262.21148681640625,282.3592834472656,287.91162109375,877.1900024414062,1611.66845703125,1666.49365234375,305.2862243652344,119.356201171875,284.3594055175781,663
284.645263671875,282.33367919921875,293.6260986328125,875.0291748046875,1622.510498046875,1667.4249267578125,304.5687561035156,119.13504028320312,282.07598876953125,667
242.4557037353516,288.0313415527344,292.5411682128906,874.1771240234375,1603.07958984375,1668.99853515625,305.48248291015625,126.9969711303711,289.9569091796875,671
231.4890594482422,280.38143920898443,273.7568359375,878.7015380859375,1602.6798095703125,1666.257080078125,304.2245178222656,124.03998565673828,288.3241271972656,675
241.6472320556641,281.5257263183594,293.6253662109375,878.4302368164062,1608.510498046875,1667.256591796875,303.9816589355469,120.25880432128906,282.8926696777344,679
259.44219970703125,278.14907836914057,292.3426513671875,876.6332397460938,1611.3033447265625,1668.269287109375,302.4287109375,124.49053192138672,286.43682861328125,684
243.6033935546875,275.1728515625,289.8398132324219,879.1364135742188,1617.0989990234375,1666.6072998046875,303.1422119140625,122.54967498779295,286.0066223144531,688
250.3326873779297,273.5224609375,282.9447937011719,875.017578125,1608.2117919921875,1666.89599609375,302.6199645996094,126.30519104003906,284.8400573730469,692
237.91525268554688,280.27960205078125,273.91897583007807,879.5717163085938,1602.139892578125,1667.60791015625,304.64569091796875,124.51701354980467,283.5905456542969,696
218.3659820556641,280.0477294921875,291.992431640625,882.9306640625,1601.3187255859375,1667.935302734375,304.5738525390625,122.54261016845705,283.9834899902344,700
283.2378234863281,270.96261596679693,284.9413757324219,877.740234375,,1671.116455078125,304.998291015625,126.6473159790039,282.5793151855469,704
243.2032470703125,275.59310913085943,294.6894836425781,877.8992919921875,1609.279541015625,1667.005859375,303.3554077148437,119.43714904785156,282.0446472167969,709
224.87049865722656,268.95681762695307,289.7071228027344,880.8075561523438,1601.152587890625,1662.4287109375,305.5477294921875,118.44634246826172,280.40902709960943,713
196.97586059570312,273.2948608398437,283.457763671875,874.4188842773438,,1669.259765625,303.2881164550781,126.53108215332033,283.5525817871094,717
231.54129028320312,271.94564819335943,291.2665405273437,885.6130981445312,1596.4317626953125,1667.1416015625,302.64862060546875,120.1903076171875,280.300048828125,721
225.83367919921875,274.7972717285156,289.7325744628906,872.5449829101562,1597.1058349609375,1667.257568359375,305.3890991210937,121.5504379272461,281.8017578125,725
221.36328125,275.274169921875,285.94610595703125,880.1699829101562,1597.2071533203125,1667.6583251953125,303.45684814453125,123.96134948730467,282.25811767578125,730
230.12033081054688,274.3627014160156,279.5599670410156,877.2276000976562,1607.9324951171875,1667.8360595703125,302.9587097167969,123.5684585571289,283.3030700683594,734
257.6748046875,269.0985717773437,267.41073608398443,877.9390258789062,1614.656494140625,1666.5186767578125,304.1460266113281,125.1518783569336,282.6578063964844,738
238.86929321289065,271.3841552734375,269.26968383789057,878.3580932617188,1602.6671142578125,1668.4449462890625,302.9759216308594,125.35171508789062,282.9664001464844,742
240.6839141845703,264.74496459960943,280.75204467773443,875.3395385742188,1613.4019775390625,1667.5672607421875,303.6779479980469,121.51902770996094,284.3420104980469,746
,254.620834350586,254.3007049560547,,,1662.4271240234375,304.2973022460937,125.34561920166016,276.47946166992193,751
,250.0178375244141,267.7914123535156,,,1665.7237548828125,302.3246459960937,121.44392395019533,276.42111206054693,755
,264.1810302734375,269.71075439453125,,,1664.90576171875,304.0634460449219,121.47207641601562,281.29251098632807,759
200.5577545166016,271.62551879882807,276.71197509765625,887.4808959960938,1598.2784423828125,1667.4368896484375,303.320068359375,124.4055633544922,283.3983459472656,763
143.648681640625,241.2425537109375,266.19479370117193,,1629.2344970703125,1661.7366943359375,293.0912780761719,122.81749725341795,278.55581665039057,767
217.782943725586,268.76840209960943,272.1314697265625,872.0695190429688,1598.1663818359375,1666.49609375,304.2500915527344,122.53392028808594,285.2538146972656,772
229.2353363037109,256.21823120117193,271.321044921875,884.0037841796875,1600.99560546875,1669.239013671875,299.36431884765625,126.53732299804688,282.28546142578125,776
241.6717987060547,269.33279418945307,263.55926513671875,881.655517578125,1608.068359375,1668.3095703125,303.8489685058594,123.64405059814452,281.45660400390625,780
212.4102478027344,264.07485961914057,274.17501831054693,873.9100341796875,1596.87744140625,1666.375244140625,303.66717529296875,124.01300048828124,283.8730773925781,784
,238.39044189453125,270.27572631835943,,,1661.9608154296875,304.7818298339844,125.17987060546876,276.88641357421875,788
226.1044158935547,263.27761840820307,263.97537231445307,870.3931274414062,1603.8553466796875,1668.3349609375,301.1435852050781,125.64766693115234,281.52789306640625,792
232.7281494140625,258.56231689453125,276.36672973632807,875.213134765625,1602.1099853515625,1665.5428466796875,300.6925354003906,124.88833618164062,282.978759765625,797
208.4477844238281,265.0829162597656,270.727294921875,878.2310180664062,1593.31298828125,1667.2044677734375,301.3930358886719,128.02218627929688,282.1300964355469,801
203.06138610839844,246.6748046875,255.98468017578125,867.364501953125,1609.3494873046875,1670.5946044921875,302.3774719238281,126.14854431152344,279.95016479492193,805
222.5930633544922,237.2410430908203,259.495361328125,869.1192626953125,1607.0133056640625,1660.5128173828125,,127.42574310302734,282.61376953125,809
,,267.3660888671875,,,,,126.86823272705078,281.6986694335937,813
225.8101043701172,249.0358123779297,,871.9738159179688,1608.3182373046875,1669.118896484375,301.4267578125,,,818
232.5469970703125,259.3609619140625,259.69735717773443,874.0264282226562,1608.328125,1669.2801513671875,302.97381591796875,125.43660736083984,281.0927124023437,822
203.7790679931641,259.12222290039057,270.37164306640625,878.781494140625,1598.85302734375,1670.4422607421875,302.45782470703125,123.55221557617188,281.20455932617193,826
243.32862854003903,261.01373291015625,275.38824462890625,874.7881469726562,1623.7874755859375,1668.0140380859375,303.0169677734375,123.62966918945312,280.27078247070307,830
266.45046997070307,253.026107788086,272.59185791015625,875.5308227539062,1622.50732421875,1665.23974609375,302.6228332519531,125.36103057861328,280.9241943359375,834
230.843994140625,253.27491760253903,257.3168029785156,880.3654174804688,1607.6485595703125,1669.722412109375,301.7852478027344,126.55279541015624,280.36004638671875,839
248.51319885253903,257.38153076171875,,875.6102294921875,1627.457763671875,1669.6392822265625,301.4359436035156,,,843
249.8162536621093,252.1747283935547,268.66091918945307,875.705322265625,1617.962158203125,1669.355712890625,300.991455078125,121.5921630859375,277.85305786132807,847
229.2046203613281,255.7879333496093,253.8658905029297,883.2615356445312,1608.770751953125,1670.807861328125,301.0816955566406,125.55984497070312,279.8017578125,851
223.4888916015625,250.7176971435547,268.46810913085943,880.6267700195312,1616.648193359375,1666.7275390625,298.13885498046875,121.69658660888672,281.8190612792969,855
225.8224334716797,253.72706604003903,253.35671997070312,879.8430786132812,1607.7164306640625,1670.0594482421875,300.54962158203125,125.41796112060548,280.09567260742193,860
235.7141265869141,251.7900695800781,268.3321533203125,875.43408203125,1614.865478515625,1669.28466796875,301.7769775390625,124.2144012451172,280.13113403320307,864
215.8093719482422,254.8702087402344,248.5006561279297,878.4849853515625,1607.253173828125,1668.620361328125,301.0388488769531,125.72431182861328,282.5536499023437,868
229.76980590820312,254.16783142089844,262.1689453125,878.5901489257812,1608.3389892578125,1668.0205078125,301.5926513671875,124.30133819580078,279.55303955078125,872
224.315185546875,253.2216033935547,253.38682556152344,884.0850219726562,1611.0391845703125,1669.9830322265625,299.71533203125,125.86822509765624,281.2034912109375,876
240.2758178710937,254.30311584472656,234.6279144287109,876.3400268554688,1623.5782470703125,1669.8369140625,299.7232971191406,121.7911605834961,274.5283203125,880
237.33511352539065,255.1352386474609,260.68722534179693,877.4561157226562,1614.1610107421875,1671.31591796875,299.42791748046875,124.7216339111328,281.7908630371094,885
244.95138549804688,248.6152191162109,263.24713134765625,879.0763549804688,1619.9205322265625,1668.1453857421875,299.5190734863281,124.21125793457033,280.43270874023443,889
231.3845367431641,252.07589721679688,242.773681640625,877.344970703125,1610.859130859375,1671.1053466796875,300.3645324707031,128.12959289550778,284.20819091796875,893
223.9795837402344,250.5730133056641,257.86688232421875,877.3010864257812,1607.1558837890625,1670.0845947265625,300.5610656738281,126.4708251953125,283.1343078613281,897
,251.6459197998047,259.0194091796875,,,1670.9310302734375,299.3119812011719,126.26255798339844,276.9859619140625,901
219.051513671875,244.8817596435547,248.2118530273437,878.8665161132812,1606.0029296875,1674.6376953125,303.00048828125,125.1429672241211,280.65298461914057,906
219.7549591064453,246.99996948242188,251.6971130371093,878.590087890625,1606.9818115234375,1673.7926025390625,301.8568115234375,123.6431655883789,273.90145874023443,910
251.2492218017578,251.1761779785156,256.24679565429693,873.6328125,1627.992431640625,1669.791015625,299.41729736328125,127.03718566894533,279.74978637695307,914
228.24891662597656,247.3372802734375,,876.65966796875,1612.8212890625,1669.002197265625,300.01251220703125,,,918
211.26675415039065,243.23321533203125,254.4201812744141,876.3663330078125,1603.71044921875,1672.0234375,301.557861328125,124.14344024658205,275.9725341796875,922
245.1968231201172,246.74322509765625,254.67105102539065,876.577392578125,1624.085693359375,1669.712646484375,298.97235107421875,126.57633209228516,280.19168090820307,927
239.60525512695312,248.5365447998047,251.2401123046875,875.784423828125,1618.0054931640625,1668.6500244140625,299.5204772949219,127.8650360107422,279.93283081054693,931
221.45486450195312,242.6308441162109,247.13717651367188,879.396240234375,1608.5155029296875,1672.191650390625,301.1155700683594,126.38185119628906,275.09585571289057,935
229.0782623291016,246.4124755859375,241.1068420410156,878.1986083984375,1618.3973388671875,1669.4053955078125,297.6585693359375,123.55931091308594,276.56741333007807,939
241.60211181640625,245.44732666015625,251.4346466064453,878.341796875,1618.5977783203125,1670.89599609375,299.8765563964844,125.1021499633789,279.0848693847656,943
237.6722869873047,249.0096130371093,238.1109771728516,880.1285400390625,1615.72412109375,1670.8231201171875,298.76495361328125,125.4891586303711,278.039794921875,948
244.11265563964844,245.2100067138672,251.52508544921875,878.4678955078125,1621.36279296875,1670.730712890625,299.4834289550781,127.11408233642578,280.3300170898437,952
243.8538360595703,242.76258850097656,243.33726501464844,878.0975341796875,1619.283203125,1671.738037109375,296.7411193847656,124.93911743164062,282.03076171875,956
216.28854370117188,245.87664794921875,237.3860321044922,880.2467041015625,1607.6904296875,1670.54833984375,298.9951171875,126.4222640991211,278.31451416015625,960
186.41343688964844,223.18125915527344,236.14077758789065,875.1548461914062,1615.2974853515625,1661.177734375,297.59637451171875,122.98260498046876,279.3612670898437,964
223.71994018554688,240.12548828125,244.61941528320312,876.12109375,1611.100830078125,1669.9202880859375,299.92633056640625,126.19446563720705,277.0375366210937,968
226.89366149902344,242.9768981933593,241.108627319336,878.7507934570312,1610.69287109375,1670.3612060546875,298.0549621582031,124.59274291992188,279.6786193847656,973
231.34657287597656,242.41336059570312,238.5137176513672,874.6288452148438,1621.7113037109375,1670.6275634765625,298.3584899902344,122.94680786132812,277.94805908203125,977
219.8394317626953,239.2235717773437,250.8260498046875,878.9954833984375,1611.4661865234375,1672.28857421875,297.6788330078125,121.145263671875,272.83416748046875,981
214.48350524902344,237.74853515625,249.7508544921875,880.5028076171875,1611.4610595703125,1668.556884765625,298.8966979980469,123.1937484741211,276.39230346679693,985
216.8140869140625,236.3689880371093,248.15220642089844,876.2186889648438,1616.9241943359375,1669.802490234375,298.05889892578125,120.60592651367188,274.8925170898437,989
216.0044708251953,237.63833618164065,242.42909240722656,878.9198608398438,1611.566650390625,1671.6514892578125,298.05059814453125,126.40882110595705,275.03244018554693,994
214.0831298828125,239.82733154296875,249.7886199951172,876.61962890625,1611.4288330078125,1670.81591796875,298.2567443847656,124.98004913330078,278.11672973632807,998
194.07467651367188,225.8143768310547,237.38250732421875,875.2772216796875,1605.1102294921875,1671.9202880859375,295.08477783203125,122.00083923339844,280.12091064453125,1002
193.7816619873047,233.10829162597656,246.19178771972656,879.0697631835938,1603.3216552734375,1671.8572998046875,296.3823547363281,129.44554138183594,278.80874633789057,1006
225.55535888671875,235.9918212890625,252.2184295654297,878.146728515625,1615.7657470703125,1670.5899658203125,297.7284240722656,126.31965637207033,277.97625732421875,1010
218.95037841796875,236.80519104003903,248.06765747070312,875.6992797851562,1613.2320556640625,1669.107421875,298.060791015625,124.0216827392578,274.35891723632807,1015
207.6775054931641,236.3443298339844,241.26022338867188,876.016845703125,1607.8170166015625,1670.0186767578125,296.75830078125,124.95503997802734,274.4127197265625,1019
203.5198669433593,235.3830718994141,233.9521484375,877.980224609375,1610.3267822265625,1669.5445556640625,296.1893615722656,119.65845489501952,268.965087890625,1023
197.4517974853516,234.1435852050781,242.49053955078125,880.0638427734375,1608.1739501953125,1671.32568359375,299.248046875,119.00888061523438,276.08523559570307,1027
213.7613067626953,227.25498962402344,242.5747375488281,879.3327026367188,1612.1976318359375,1669.637939453125,299.7734375,127.97964477539062,280.11431884765625,1031
227.4111633300781,234.7192840576172,248.0849609375,875.7692260742188,1620.688720703125,1671.1412353515625,299.0594482421875,125.37214660644533,281.52996826171875,1036
216.71188354492188,236.0038299560547,239.6602020263672,877.9623413085938,1611.1876220703125,1670.009765625,297.60479736328125,120.4305648803711,277.73129272460943,1040
211.0166931152344,230.3925170898437,245.9619598388672,880.4058227539062,1608.250732421875,1674.216552734375,297.889404296875,126.4018325805664,282.7936096191406,1044
237.89370727539065,215.70584106445312,244.0252990722656,874.158447265625,1614.7017822265625,1670.5885009765625,287.2977905273437,128.80148315429688,285.2309875488281,1048
229.7688446044922,216.14727783203125,241.21844482421875,875.803466796875,1607.7464599609375,1670.8951416015625,287.695068359375,126.17678833007812,285.4826965332031,1052
