Height,width_Predicted
0.004,2.879770390959339
0.008,2.878823086524097
0.012,2.877875782088855
0.016,2.876928477653613
0.02,2.8759811732183715
0.024,2.8750338687831296
0.028,2.8740865643478877
0.032,2.8731392599126457
0.036000000000000004,2.872191955477404
0.04000000000000001,2.871244651042162
0.044,2.87029734660692
0.048,2.869350042171678
0.052000000000000005,2.8684027377364365
0.05600000000000001,2.8674554333011946
0.06,2.8665081288659526
0.064,2.8655608244307107
0.068,2.8646135199954688
0.07200000000000001,2.863666215560227
0.07600000000000001,2.862718911124985
0.08,2.861771606689743
0.084,2.860824302254501
0.08800000000000001,2.8598769978192595
0.092,2.8589296933840176
0.096,2.8579823889487757
0.1,2.8570350845135337
0.10400000000000001,2.856087780078292
0.10800000000000001,2.85514047564305
0.112,2.854193171207808
0.116,2.853245866772566
0.12000000000000001,2.852298562337324
0.124,2.8513512579020825
0.128,2.8504039534668406
0.132,2.8494566490315987
0.136,2.8485093445963567
0.14,2.847562040161115
0.14400000000000002,2.846614735725873
0.14800000000000002,2.845667431290631
0.152,2.844720126855389
0.156,2.8437728224201475
0.16,2.8428255179849056
0.164,2.8418782135496636
0.168,2.8409309091144217
0.17200000000000001,2.8399836046791798
0.17600000000000002,2.839036300243938
0.18,2.838088995808696
0.184,2.837141691373454
0.188,2.836194386938212
0.192,2.8352470825029705
0.196,2.8342997780677286
0.2,2.8333524736324867
0.20400000000000001,2.8324051691972447
0.20800000000000002,2.831457864762003
0.21200000000000002,2.830510560326761
0.216,2.829563255891519
0.22,2.828615951456277
0.224,2.827668647021035
0.228,2.8267213425857936
0.232,2.8257740381505516
0.23600000000000002,2.8248267337153097
0.24000000000000002,2.8238794292800677
0.244,2.822932124844826
0.248,2.821984820409584
0.252,2.821037515974342
0.256,2.8200902115391
0.26,2.8191429071038585
0.264,2.8181956026686166
0.268,2.8172482982333746
0.272,2.8163009937981327
0.276,2.8153536893628908
0.28,2.814406384927649
0.28400000000000003,2.813459080492407
0.28800000000000003,2.812511776057165
0.29200000000000004,2.811564471621923
0.296,2.8106171671866815
0.3,2.8096698627514396
0.304,2.8087225583161977
0.308,2.8077752538809557
0.312,2.806827949445714
0.316,2.805880645010472
0.32,2.80493334057523
0.324,2.803986036139988
0.328,2.8030387317047465
0.332,2.8020914272695046
0.336,2.8011441228342626
0.34,2.8001968183990207
0.34400000000000003,2.7992495139637787
0.34800000000000003,2.798302209528537
0.35200000000000004,2.797354905093295
0.356,2.796407600658053
0.36,2.795460296222811
0.364,2.7945129917875695
0.368,2.7935656873523276
0.372,2.7926183829170856
0.376,2.7916710784818437
0.38,2.7907237740466018
0.384,2.78977646961136
0.388,2.788829165176118
0.392,2.787881860740876
0.396,2.786934556305634
0.4,2.7859872518703925
0.404,2.7850399474351506
0.40800000000000003,2.7840926429999087
0.41200000000000003,2.7831453385646667
0.41600000000000004,2.782198034129425
0.42000000000000004,2.781250729694183
0.424,2.780303425258941
0.428,2.779356120823699
0.432,2.7784088163884575
0.436,2.7774615119532156
0.44,2.7765142075179736
0.444,2.7755669030827317
0.448,2.7746195986474897
0.452,2.773672294212248
0.456,2.772724989777006
0.46,2.771777685341764
0.464,2.770830380906522
0.468,2.7698830764712805
0.47200000000000003,2.7689357720360386
0.47600000000000003,2.7679884676007966
0.48000000000000004,2.7670411631655547
0.484,2.7660938587303128
0.488,2.765146554295071
0.492,2.764199249859829
0.496,2.763251945424587
0.5,2.7623046409893455
0.504,2.7613573365541035
0.508,2.7604100321188616
0.512,2.7594627276836197
0.516,2.7585154232483777
0.52,2.757568118813136
0.524,2.756620814377894
0.528,2.755673509942652
0.532,2.75472620550741
0.536,2.7537789010721685
0.54,2.7528315966369266
0.544,2.7518842922016846
0.548,2.7509369877664427
0.552,2.7499896833312008
0.556,2.749042378895959
0.56,2.748095074460717
0.5640000000000001,2.747147770025475
0.5680000000000001,2.746200465590233
0.5720000000000001,2.7452531611549915
0.5760000000000001,2.7443058567197496
0.5800000000000001,2.7433585522845076
0.584,2.7424112478492657
0.588,2.7414639434140238
0.592,2.740516638978782
0.596,2.73956933454354
0.6,2.738622030108298
0.604,2.7376747256730565
0.608,2.7367274212378145
0.612,2.7357801168025726
0.616,2.7348328123673307
0.62,2.7338855079320887
0.624,2.732938203496847
0.628,2.731990899061605
0.632,2.731043594626363
0.636,2.7300962901911214
0.64,2.7291489857558795
0.644,2.7282016813206376
0.648,2.7272543768853956
0.652,2.7263070724501537
0.656,2.7253597680149118
0.66,2.72441246357967
0.664,2.723465159144428
0.668,2.722517854709186
0.672,2.7215705502739445
0.676,2.7206232458387025
0.68,2.7196759414034606
0.684,2.7187286369682186
0.6880000000000001,2.7177813325329767
0.6920000000000001,2.7168340280977348
