Cone,Index,Height,width_Predicted
cone_0,389,1.56,2.511268965650246
cone_0,390,1.564,2.510321661215004
cone_0,391,1.568,2.5093743567797624
cone_0,392,1.572,2.5084270523445205
cone_0,393,1.576,2.5074797479092785
cone_0,394,1.58,2.5065324434740366
cone_0,395,1.584,2.5055851390387947
cone_0,396,1.588,2.5046378346035527
cone_0,397,1.592,2.503690530168311
cone_0,398,1.596,2.502743225733069
cone_0,399,1.6,2.501795921297827
cone_0,400,1.604,2.5008486168625854
cone_0,401,1.608,2.4999013124273435
cone_0,402,1.612,2.4989540079921015
cone_0,403,1.616,2.4980067035568596
cone_0,404,1.62,2.4970593991216177
cone_0,405,1.624,2.4961120946863757
cone_0,406,1.6280000000000001,2.495164790251134
cone_0,407,1.6320000000000001,2.494217485815892
cone_0,408,1.6360000000000001,2.49327018138065
cone_0,409,1.6400000000000001,2.4923228769454084
cone_0,410,1.6440000000000001,2.4913755725101665
cone_0,411,1.6480000000000001,2.4904282680749246
cone_0,412,1.6520000000000001,2.4894809636396826
cone_0,413,1.6560000000000001,2.4885336592044407
cone_0,414,1.6600000000000001,2.4875863547691988
cone_0,415,1.6640000000000001,2.486639050333957
cone_0,416,1.6680000000000001,2.485691745898715
cone_0,417,1.672,2.4847444414634734
cone_0,418,1.676,2.4837971370282315
cone_0,419,1.68,2.4828498325929895
cone_0,420,1.684,2.4819025281577476
cone_0,421,1.688,2.4809552237225057
cone_0,422,1.692,2.4800079192872637
cone_0,423,1.696,2.479060614852022
cone_0,424,1.7,2.47811331041678
cone_0,425,1.704,2.4771660059815384
cone_0,426,1.708,2.4762187015462964
cone_0,427,1.712,2.4752713971110545
cone_0,428,1.716,2.4743240926758125
cone_0,429,1.72,2.4733767882405706
cone_0,430,1.724,2.4724294838053287
cone_0,431,1.728,2.4714821793700867
cone_0,432,1.732,2.470534874934845
cone_0,433,1.736,2.469587570499603
cone_0,434,1.74,2.4686402660643614
cone_0,435,1.744,2.4676929616291194
cone_0,436,1.748,2.4667456571938775
cone_0,437,1.752,2.4657983527586356
cone_0,438,1.756,2.4648510483233936
cone_0,439,1.76,2.4639037438881517
cone_0,440,1.764,2.4629564394529098
cone_0,441,1.768,2.462009135017668
cone_0,442,1.772,2.461061830582426
cone_0,443,1.776,2.4601145261471844
cone_0,444,1.78,2.4591672217119425
cone_0,445,1.784,2.4582199172767005
cone_0,446,1.788,2.4572726128414586
cone_0,447,1.792,2.4563253084062167
cone_0,448,1.796,2.4553780039709747
cone_0,449,1.8,2.454430699535733
cone_0,450,1.804,2.453483395100491
cone_0,451,1.808,2.452536090665249
cone_0,452,1.812,2.4515887862300074
cone_0,453,1.816,2.4506414817947655
cone_0,454,1.82,2.4496941773595236
cone_0,455,1.824,2.4487468729242816
cone_0,456,1.828,2.4477995684890397
cone_0,457,1.832,2.4468522640537977
cone_0,458,1.836,2.445904959618556
cone_0,459,1.84,2.444957655183314
cone_0,460,1.844,2.444010350748072
cone_0,461,1.848,2.4430630463128304
cone_0,462,1.852,2.4421157418775885
cone_0,463,1.856,2.4411684374423466
cone_0,464,1.86,2.4402211330071046
cone_0,465,1.864,2.4392738285718627
cone_0,466,1.868,2.4383265241366208
cone_0,467,1.872,2.437379219701379
cone_0,468,1.8760000000000001,2.4364319152661373
cone_0,469,1.8800000000000001,2.4354846108308954
cone_0,470,1.8840000000000001,2.4345373063956535
cone_0,471,1.8880000000000001,2.4335900019604115
cone_0,472,1.8920000000000001,2.4326426975251696
cone_0,473,1.8960000000000001,2.4316953930899277
cone_0,474,1.9000000000000001,2.4307480886546857
cone_0,475,1.9040000000000001,2.429800784219444
cone_0,476,1.9080000000000001,2.428853479784202
cone_0,477,1.9120000000000001,2.4279061753489604
cone_0,478,1.9160000000000001,2.4269588709137184
cone_0,479,1.9200000000000002,2.4260115664784765
cone_0,480,1.924,2.4250642620432346
cone_0,481,1.928,2.4241169576079926
cone_0,482,1.932,2.4231696531727507
cone_0,483,1.936,2.4222223487375087
cone_0,484,1.94,2.421275044302267
cone_0,485,1.944,2.420327739867025
cone_0,486,1.948,2.4193804354317834
cone_0,487,1.952,2.4184331309965414
cone_0,488,1.956,2.4174858265612995
cone_0,489,1.96,2.4165385221260576
cone_0,490,1.964,2.4155912176908156
cone_0,491,1.968,2.4146439132555737
cone_0,492,1.972,2.4136966088203318
cone_0,493,1.976,2.4127493043850903
cone_0,494,1.98,2.411801999949848
cone_0,495,1.984,2.4108546955146064
cone_0,496,1.988,2.4099073910793645
cone_0,497,1.992,2.4089600866441225
cone_0,498,1.996,2.4080127822088806
cone_0,499,2.0,2.4070654777736387
cone_0,500,2.004,2.4061181733383967
cone_0,501,2.008,2.405170868903155
cone_0,502,2.012,2.4042235644679133
cone_0,503,2.016,2.4032762600326714
cone_0,504,2.02,2.4023289555974294
cone_0,505,2.024,2.4013816511621875
cone_0,506,2.028,2.4004343467269456
cone_0,507,2.032,2.3994870422917036
cone_0,508,2.036,2.3985397378564617
cone_0,509,2.04,2.3975924334212197
cone_0,510,2.044,2.396645128985978
cone_0,511,2.048,2.3956978245507363
cone_0,512,2.052,2.3947505201154944
cone_0,513,2.056,2.3938032156802524
cone_0,514,2.06,2.3928559112450105
cone_0,515,2.064,2.3919086068097686
cone_0,516,2.068,2.3909613023745266
cone_0,517,2.072,2.3900139979392847
cone_0,518,2.076,2.3890666935040428
cone_0,519,2.08,2.388119389068801
cone_0,520,2.084,2.3871720846335593
cone_0,521,2.088,2.3862247801983174
cone_0,522,2.092,2.3852774757630755
cone_0,523,2.096,2.3843301713278335
cone_0,524,2.1,2.3833828668925916
cone_0,525,2.104,2.3824355624573497
cone_0,526,2.108,2.3814882580221077
cone_0,527,2.112,2.380540953586866
cone_0,528,2.116,2.379593649151624
cone_0,529,2.12,2.3786463447163824
cone_0,530,2.124,2.3776990402811404
cone_0,531,2.128,2.3767517358458985
cone_0,532,2.132,2.3758044314106566
cone_0,533,2.136,2.3748571269754146
cone_0,534,2.14,2.3739098225401727
cone_0,535,2.144,2.3729625181049308
cone_0,536,2.148,2.372015213669689
cone_0,537,2.152,2.371067909234447
cone_0,538,2.156,2.3701206047992054
cone_0,539,2.16,2.3691733003639635
cone_0,540,2.164,2.3682259959287215
cone_0,541,2.168,2.3672786914934796
cone_0,542,2.172,2.3663313870582376
cone_0,543,2.176,2.3653840826229957
cone_0,544,2.18,2.3644367781877538
cone_0,545,2.184,2.3634894737525123
cone_0,546,2.188,2.36254216931727
cone_0,547,2.192,2.3615948648820284
cone_0,548,2.196,2.3606475604467865
cone_0,549,2.2,2.3597002560115445
cone_0,550,2.204,2.3587529515763026
cone_0,551,2.208,2.3578056471410607
cone_0,552,2.212,2.3568583427058187
cone_0,553,2.216,2.355911038270577
cone_0,554,2.22,2.3549637338353353
cone_0,555,2.224,2.354016429400093
cone_0,556,2.228,2.3530691249648514
cone_0,557,2.232,2.3521218205296095
cone_0,558,2.236,2.3511745160943676
cone_0,559,2.24,2.3502272116591256
cone_0,560,2.244,2.3492799072238837
cone_0,561,2.248,2.3483326027886418
cone_0,562,2.2520000000000002,2.3473852983534
cone_0,563,2.2560000000000002,2.3464379939181583
cone_0,564,2.2600000000000002,2.345490689482916
cone_0,565,2.2640000000000002,2.3445433850476745
cone_0,566,2.2680000000000002,2.3435960806124325
cone_0,567,2.2720000000000002,2.3426487761771906
cone_0,568,2.2760000000000002,2.3417014717419486
cone_0,569,2.2800000000000002,2.3407541673067067
cone_0,570,2.2840000000000003,2.3398068628714648
cone_0,571,2.2880000000000003,2.338859558436223
cone_0,572,2.2920000000000003,2.3379122540009813
cone_0,573,2.2960000000000003,2.336964949565739
cone_0,574,2.3000000000000003,2.3360176451304975
cone_0,575,2.3040000000000003,2.3350703406952555
cone_0,576,2.3080000000000003,2.3341230362600136
cone_0,577,2.312,2.3331757318247717
cone_0,578,2.316,2.3322284273895297
cone_0,579,2.32,2.3312811229542882
cone_0,580,2.324,2.330333818519046
cone_0,581,2.328,2.3293865140838044
cone_0,582,2.332,2.3284392096485624
cone_0,583,2.336,2.3274919052133205
cone_0,584,2.34,2.3265446007780786
cone_0,585,2.344,2.3255972963428366
cone_0,586,2.348,2.3246499919075947
cone_0,587,2.352,2.3237026874723528
cone_0,588,2.356,2.3227553830371113
cone_0,589,2.36,2.3218080786018693
cone_0,590,2.364,2.3208607741666274
cone_0,591,2.368,2.3199134697313855
cone_0,592,2.372,2.3189661652961435
cone_0,593,2.376,2.3180188608609016
cone_0,594,2.38,2.3170715564256597
cone_0,595,2.384,2.3161242519904177
cone_0,596,2.388,2.315176947555176
cone_0,597,2.392,2.3142296431199343
cone_0,598,2.396,2.3132823386846924
cone_0,599,2.4,2.3123350342494504
cone_0,600,2.404,2.3113877298142085
cone_0,601,2.408,2.3104404253789665
cone_0,602,2.412,2.3094931209437246
cone_0,603,2.416,2.3085458165084827
cone_0,604,2.42,2.3075985120732407
cone_0,605,2.424,2.306651207637999
cone_0,606,2.428,2.3057039032027573
cone_0,607,2.432,2.3047565987675154
cone_0,608,2.436,2.3038092943322734
cone_0,609,2.44,2.3028619898970315
cone_0,610,2.444,2.3019146854617896
cone_0,611,2.448,2.3009673810265476
cone_0,612,2.452,2.3000200765913057
cone_0,613,2.456,2.299072772156064
cone_0,614,2.46,2.298125467720822
cone_0,615,2.464,2.2971781632855803
cone_0,616,2.468,2.2962308588503384
cone_0,617,2.472,2.2952835544150965
cone_0,618,2.476,2.2943362499798545
cone_0,619,2.48,2.2933889455446126
cone_0,620,2.484,2.2924416411093707
cone_0,621,2.488,2.2914943366741287
cone_0,622,2.492,2.2905470322388872
cone_0,623,2.496,2.289599727803645
cone_0,624,2.5,2.2886524233684034
cone_0,625,2.504,2.2877051189331614
cone_0,626,2.508,2.2867578144979195
cone_0,627,2.512,2.2858105100626775
cone_0,628,2.516,2.2848632056274356
cone_0,629,2.52,2.2839159011921937
cone_0,630,2.524,2.2829685967569517
cone_0,631,2.528,2.2820212923217102
cone_0,632,2.532,2.281073987886468
cone_0,633,2.536,2.2801266834512264
cone_0,634,2.54,2.2791793790159844
cone_0,635,2.544,2.2782320745807425
cone_0,636,2.548,2.2772847701455006
cone_0,637,2.552,2.2763374657102586
cone_0,638,2.556,2.2753901612750167
cone_0,639,2.56,2.2744428568397748
cone_0,640,2.564,2.2734955524045333
cone_0,641,2.568,2.272548247969291
cone_0,642,2.572,2.2716009435340494
cone_0,643,2.576,2.2706536390988075
cone_0,644,2.58,2.2697063346635655
cone_0,645,2.584,2.2687590302283236
cone_0,646,2.588,2.2678117257930817
cone_0,647,2.592,2.2668644213578397
cone_0,648,2.596,2.265917116922598
cone_0,649,2.6,2.2649698124873563
cone_0,650,2.604,2.2640225080521144
cone_0,651,2.608,2.2630752036168724
cone_0,652,2.612,2.2621278991816305
cone_0,653,2.616,2.2611805947463886
cone_0,654,2.62,2.2602332903111466
cone_0,655,2.624,2.2592859858759047
cone_0,656,2.628,2.2583386814406627
cone_0,657,2.632,2.257391377005421
cone_0,658,2.636,2.2564440725701793
cone_0,659,2.64,2.2554967681349374
cone_0,660,2.644,2.2545494636996954
cone_0,661,2.648,2.2536021592644535
cone_0,662,2.652,2.2526548548292116
cone_0,663,2.656,2.2517075503939696
cone_0,664,2.66,2.2507602459587277
cone_0,665,2.664,2.2498129415234858
cone_0,666,2.668,2.248865637088244
cone_0,667,2.672,2.2479183326530023
cone_0,668,2.676,2.2469710282177604
cone_0,669,2.68,2.2460237237825185
cone_0,670,2.684,2.2450764193472765
cone_0,671,2.688,2.2441291149120346
cone_0,672,2.692,2.2431818104767927
cone_0,673,2.696,2.2422345060415507
cone_0,674,2.7,2.241287201606309
cone_0,675,2.704,2.240339897171067
cone_0,676,2.708,2.2393925927358254
