Cone,Index,Height,height_Predicted
cone_0,261,1.048,2.6216791682611458
cone_0,262,1.052,2.6207332027763144
cone_0,263,1.056,2.6197872372914834
cone_0,264,1.06,2.6188412718066525
cone_0,265,1.064,2.6178953063218215
cone_0,266,1.068,2.6169493408369906
cone_0,267,1.072,2.6160033753521597
cone_0,268,1.076,2.6150574098673287
cone_0,269,1.08,2.6141114443824978
cone_0,270,1.084,2.613165478897667
cone_0,271,1.088,2.612219513412836
cone_0,272,1.092,2.611273547928005
cone_0,273,1.096,2.610327582443174
cone_0,274,1.1,2.609381616958343
cone_0,275,1.104,2.6084356514735116
cone_0,276,1.108,2.6074896859886807
cone_0,277,1.112,2.6065437205038497
cone_0,278,1.116,2.605597755019019
cone_0,279,1.12,2.604651789534188
cone_0,280,1.124,2.603705824049357
cone_0,281,1.1280000000000001,2.602759858564526
cone_0,282,1.1320000000000001,2.601813893079695
cone_0,283,1.1360000000000001,2.600867927594864
cone_0,284,1.1400000000000001,2.599921962110033
cone_0,285,1.1440000000000001,2.598975996625202
cone_0,286,1.1480000000000001,2.5980300311403712
cone_0,287,1.1520000000000001,2.5970840656555403
cone_0,288,1.1560000000000001,2.596138100170709
cone_0,289,1.16,2.5951921346858784
cone_0,290,1.164,2.594246169201047
cone_0,291,1.168,2.593300203716216
cone_0,292,1.172,2.592354238231385
cone_0,293,1.176,2.591408272746554
cone_0,294,1.18,2.590462307261723
cone_0,295,1.184,2.5895163417768923
cone_0,296,1.188,2.5885703762920613
cone_0,297,1.192,2.5876244108072304
cone_0,298,1.196,2.5866784453223994
cone_0,299,1.2,2.5857324798375685
cone_0,300,1.204,2.5847865143527375
cone_0,301,1.208,2.583840548867906
cone_0,302,1.212,2.5828945833830756
cone_0,303,1.216,2.5819486178982443
cone_0,304,1.22,2.5810026524134133
cone_0,305,1.224,2.5800566869285824
cone_0,306,1.228,2.5791107214437514
cone_0,307,1.232,2.5781647559589205
cone_0,308,1.236,2.5772187904740895
cone_0,309,1.24,2.5762728249892586
cone_0,310,1.244,2.5753268595044276
cone_0,311,1.248,2.5743808940195967
cone_0,312,1.252,2.5734349285347657
cone_0,313,1.256,2.572488963049935
cone_0,314,1.26,2.5715429975651034
cone_0,315,1.264,2.5705970320802725
cone_0,316,1.268,2.5696510665954415
cone_0,317,1.272,2.5687051011106106
cone_0,318,1.276,2.5677591356257796
cone_0,319,1.28,2.5668131701409487
cone_0,320,1.284,2.5658672046561177
cone_0,321,1.288,2.564921239171287
cone_0,322,1.292,2.563975273686456
cone_0,323,1.296,2.563029308201625
cone_0,324,1.3,2.562083342716794
cone_0,325,1.304,2.561137377231963
cone_0,326,1.308,2.560191411747132
cone_0,327,1.312,2.5592454462623007
cone_0,328,1.316,2.5582994807774697
cone_0,329,1.32,2.5573535152926388
cone_0,330,1.324,2.556407549807808
cone_0,331,1.328,2.555461584322977
cone_0,332,1.332,2.554515618838146
cone_0,333,1.336,2.553569653353315
cone_0,334,1.34,2.552623687868484
cone_0,335,1.344,2.551677722383653
cone_0,336,1.348,2.550731756898822
cone_0,337,1.352,2.549785791413991
cone_0,338,1.356,2.5488398259291603
cone_0,339,1.36,2.5478938604443293
cone_0,340,1.364,2.546947894959498
cone_0,341,1.368,2.546001929474667
cone_0,342,1.372,2.545055963989836
cone_0,343,1.3760000000000001,2.544109998505005
cone_0,344,1.3800000000000001,2.543164033020174
cone_0,345,1.3840000000000001,2.542218067535343
cone_0,346,1.3880000000000001,2.5412721020505122
cone_0,347,1.3920000000000001,2.5403261365656813
cone_0,348,1.3960000000000001,2.5393801710808503
cone_0,349,1.4000000000000001,2.5384342055960194
cone_0,350,1.4040000000000001,2.5374882401111885
cone_0,351,1.4080000000000001,2.536542274626357
cone_0,352,1.412,2.5355963091415266
cone_0,353,1.416,2.534650343656695
cone_0,354,1.42,2.5337043781718642
cone_0,355,1.424,2.5327584126870333
cone_0,356,1.428,2.5318124472022023
cone_0,357,1.432,2.5308664817173714
cone_0,358,1.436,2.5299205162325404
cone_0,359,1.44,2.5289745507477095
cone_0,360,1.444,2.5280285852628785
cone_0,361,1.448,2.5270826197780476
cone_0,362,1.452,2.5261366542932167
cone_0,363,1.456,2.5251906888083857
cone_0,364,1.46,2.5242447233235548
cone_0,365,1.464,2.523298757838724
cone_0,366,1.468,2.5223527923538924
cone_0,367,1.472,2.5214068268690615
cone_0,368,1.476,2.5204608613842305
cone_0,369,1.48,2.5195148958993996
cone_0,370,1.484,2.5185689304145686
cone_0,371,1.488,2.5176229649297377
cone_0,372,1.492,2.5166769994449067
cone_0,373,1.496,2.515731033960076
cone_0,374,1.5,2.514785068475245
cone_0,375,1.504,2.513839102990414
cone_0,376,1.508,2.512893137505583
cone_0,377,1.512,2.511947172020752
cone_0,378,1.516,2.511001206535921
cone_0,379,1.52,2.5100552410510897
cone_0,380,1.524,2.5091092755662587
cone_0,381,1.528,2.508163310081428
cone_0,382,1.532,2.507217344596597
cone_0,383,1.536,2.506271379111766
cone_0,384,1.54,2.505325413626935
cone_0,385,1.544,2.504379448142104
cone_0,386,1.548,2.503433482657273
cone_0,387,1.552,2.502487517172442
cone_0,388,1.556,2.501541551687611
cone_0,389,1.56,2.50059558620278
cone_0,390,1.564,2.4996496207179493
cone_0,391,1.568,2.4987036552331183
cone_0,392,1.572,2.497757689748287
cone_0,393,1.576,2.496811724263456
cone_0,394,1.58,2.495865758778625
cone_0,395,1.584,2.494919793293794
cone_0,396,1.588,2.493973827808963
cone_0,397,1.592,2.493027862324132
cone_0,398,1.596,2.4920818968393013
cone_0,399,1.6,2.4911359313544703
cone_0,400,1.604,2.4901899658696394
cone_0,401,1.608,2.4892440003848084
cone_0,402,1.612,2.4882980348999775
cone_0,403,1.616,2.487352069415146
cone_0,404,1.62,2.4864061039303156
cone_0,405,1.624,2.485460138445484
cone_0,406,1.6280000000000001,2.4845141729606532
cone_0,407,1.6320000000000001,2.4835682074758223
cone_0,408,1.6360000000000001,2.4826222419909914
cone_0,409,1.6400000000000001,2.4816762765061604
cone_0,410,1.6440000000000001,2.4807303110213295
cone_0,411,1.6480000000000001,2.4797843455364985
cone_0,412,1.6520000000000001,2.4788383800516676
cone_0,413,1.6560000000000001,2.4778924145668366
cone_0,414,1.6600000000000001,2.4769464490820057
cone_0,415,1.6640000000000001,2.4760004835971747
cone_0,416,1.6680000000000001,2.4750545181123433
cone_0,417,1.672,2.474108552627513
cone_0,418,1.676,2.4731625871426814
cone_0,419,1.68,2.4722166216578505
cone_0,420,1.684,2.4712706561730196
cone_0,421,1.688,2.4703246906881886
cone_0,422,1.692,2.4693787252033577
cone_0,423,1.696,2.4684327597185267
cone_0,424,1.7,2.4674867942336958
cone_0,425,1.704,2.466540828748865
cone_0,426,1.708,2.465594863264034
cone_0,427,1.712,2.464648897779203
cone_0,428,1.716,2.463702932294372
cone_0,429,1.72,2.462756966809541
cone_0,430,1.724,2.46181100132471
cone_0,431,1.728,2.4608650358398787
cone_0,432,1.732,2.4599190703550478
cone_0,433,1.736,2.458973104870217
cone_0,434,1.74,2.458027139385386
cone_0,435,1.744,2.457081173900555
cone_0,436,1.748,2.456135208415724
cone_0,437,1.752,2.455189242930893
cone_0,438,1.756,2.454243277446062
cone_0,439,1.76,2.453297311961231
cone_0,440,1.764,2.4523513464764
cone_0,441,1.768,2.4514053809915692
cone_0,442,1.772,2.450459415506738
cone_0,443,1.776,2.4495134500219073
cone_0,444,1.78,2.448567484537076
cone_0,445,1.784,2.447621519052245
cone_0,446,1.788,2.446675553567414
cone_0,447,1.792,2.445729588082583
cone_0,448,1.796,2.444783622597752
cone_0,449,1.8,2.4438376571129212
cone_0,450,1.804,2.4428916916280903
cone_0,451,1.808,2.4419457261432593
cone_0,452,1.812,2.4409997606584284
cone_0,453,1.816,2.4400537951735974
cone_0,454,1.82,2.4391078296887665
cone_0,455,1.824,2.438161864203935
cone_0,456,1.828,2.437215898719104
cone_0,457,1.832,2.436269933234273
cone_0,458,1.836,2.4353239677494423
cone_0,459,1.84,2.4343780022646113
cone_0,460,1.844,2.4334320367797804
cone_0,461,1.848,2.4324860712949494
cone_0,462,1.852,2.4315401058101185
cone_0,463,1.856,2.4305941403252875
cone_0,464,1.86,2.4296481748404566
cone_0,465,1.864,2.4287022093556256
cone_0,466,1.868,2.4277562438707947
cone_0,467,1.872,2.4268102783859637
cone_0,468,1.8760000000000001,2.4258643129011324
cone_0,469,1.8800000000000001,2.4249183474163014
cone_0,470,1.8840000000000001,2.4239723819314705
cone_0,471,1.8880000000000001,2.4230264164466395
cone_0,472,1.8920000000000001,2.4220804509618086
cone_0,473,1.8960000000000001,2.4211344854769776
cone_0,474,1.9000000000000001,2.4201885199921467
cone_0,475,1.9040000000000001,2.4192425545073157
cone_0,476,1.9080000000000001,2.418296589022485
cone_0,477,1.9120000000000001,2.417350623537654
cone_0,478,1.9160000000000001,2.416404658052823
cone_0,479,1.9200000000000002,2.415458692567992
cone_0,480,1.924,2.414512727083161
cone_0,481,1.928,2.4135667615983296
cone_0,482,1.932,2.412620796113499
cone_0,483,1.936,2.4116748306286677
cone_0,484,1.94,2.4107288651438368
cone_0,485,1.944,2.409782899659006
cone_0,486,1.948,2.408836934174175
cone_0,487,1.952,2.407890968689344
cone_0,488,1.956,2.406945003204513
cone_0,489,1.96,2.405999037719682
cone_0,490,1.964,2.405053072234851
cone_0,491,1.968,2.40410710675002
cone_0,492,1.972,2.403161141265189
cone_0,493,1.976,2.4022151757803583
cone_0,494,1.98,2.401269210295527
cone_0,495,1.984,2.4003232448106964
cone_0,496,1.988,2.399377279325865
cone_0,497,1.992,2.398431313841034
cone_0,498,1.996,2.397485348356203
cone_0,499,2.0,2.396539382871372
cone_0,500,2.004,2.395593417386541
cone_0,501,2.008,2.3946474519017102
cone_0,502,2.012,2.3937014864168793
cone_0,503,2.016,2.3927555209320484
cone_0,504,2.02,2.3918095554472174
cone_0,505,2.024,2.3908635899623865
cone_0,506,2.028,2.3899176244775555
cone_0,507,2.032,2.388971658992724
cone_0,508,2.036,2.388025693507893
cone_0,509,2.04,2.3870797280230622
cone_0,510,2.044,2.3861337625382313
cone_0,511,2.048,2.3851877970534003
cone_0,512,2.052,2.3842418315685694
cone_0,513,2.056,2.3832958660837384
cone_0,514,2.06,2.3823499005989075
cone_0,515,2.064,2.3814039351140766
cone_0,516,2.068,2.3804579696292456
cone_0,517,2.072,2.3795120041444147
cone_0,518,2.076,2.3785660386595837
cone_0,519,2.08,2.3776200731747528
cone_0,520,2.084,2.3766741076899214
cone_0,521,2.088,2.3757281422050904
cone_0,522,2.092,2.3747821767202595
cone_0,523,2.096,2.3738362112354285
cone_0,524,2.1,2.3728902457505976
cone_0,525,2.104,2.3719442802657666
cone_0,526,2.108,2.3709983147809357
cone_0,527,2.112,2.3700523492961048
cone_0,528,2.116,2.369106383811274
cone_0,529,2.12,2.368160418326443
cone_0,530,2.124,2.367214452841612
cone_0,531,2.128,2.3662684873567805
cone_0,532,2.132,2.36532252187195
cone_0,533,2.136,2.3643765563871186
cone_0,534,2.14,2.3634305909022877
cone_0,535,2.144,2.3624846254174567
cone_0,536,2.148,2.361538659932626
cone_0,537,2.152,2.360592694447795
cone_0,538,2.156,2.359646728962964
cone_0,539,2.16,2.358700763478133
cone_0,540,2.164,2.357754797993302
cone_0,541,2.168,2.356808832508471
cone_0,542,2.172,2.35586286702364
cone_0,543,2.176,2.354916901538809
cone_0,544,2.18,2.353970936053978
cone_0,545,2.184,2.3530249705691473
cone_0,546,2.188,2.352079005084316
cone_0,547,2.192,2.351133039599485
cone_0,548,2.196,2.350187074114654
cone_0,549,2.2,2.349241108629823
cone_0,550,2.204,2.348295143144992
cone_0,551,2.208,2.347349177660161
cone_0,552,2.212,2.34640321217533
cone_0,553,2.216,2.3454572466904993
cone_0,554,2.22,2.3445112812056683
cone_0,555,2.224,2.3435653157208374
cone_0,556,2.228,2.3426193502360064
cone_0,557,2.232,2.341673384751175
cone_0,558,2.236,2.3407274192663445
cone_0,559,2.24,2.339781453781513
cone_0,560,2.244,2.338835488296682
cone_0,561,2.248,2.3378895228118513
cone_0,562,2.2520000000000002,2.3369435573270203
cone_0,563,2.2560000000000002,2.3359975918421894
cone_0,564,2.2600000000000002,2.3350516263573584
cone_0,565,2.2640000000000002,2.3341056608725275
cone_0,566,2.2680000000000002,2.3331596953876965
cone_0,567,2.2720000000000002,2.3322137299028656
cone_0,568,2.2760000000000002,2.3312677644180346
cone_0,569,2.2800000000000002,2.3303217989332037
cone_0,570,2.2840000000000003,2.3293758334483723
cone_0,571,2.2880000000000003,2.328429867963542
cone_0,572,2.2920000000000003,2.3274839024787104
cone_0,573,2.2960000000000003,2.3265379369938795
cone_0,574,2.3000000000000003,2.3255919715090485
cone_0,575,2.3040000000000003,2.3246460060242176
cone_0,576,2.3080000000000003,2.3237000405393866
cone_0,577,2.312,2.3227540750545557
cone_0,578,2.316,2.3218081095697247
cone_0,579,2.32,2.3208621440848938
cone_0,580,2.324,2.319916178600063
cone_0,581,2.328,2.318970213115232
cone_0,582,2.332,2.318024247630401
cone_0,583,2.336,2.31707828214557
cone_0,584,2.34,2.316132316660739
cone_0,585,2.344,2.3151863511759077
cone_0,586,2.348,2.314240385691077
cone_0,587,2.352,2.3132944202062458
cone_0,588,2.356,2.312348454721415
cone_0,589,2.36,2.311402489236584
cone_0,590,2.364,2.310456523751753
cone_0,591,2.368,2.309510558266922
cone_0,592,2.372,2.308564592782091
cone_0,593,2.376,2.30761862729726
cone_0,594,2.38,2.306672661812429
cone_0,595,2.384,2.305726696327598
cone_0,596,2.388,2.3047807308427672
cone_0,597,2.392,2.3038347653579363
cone_0,598,2.396,2.302888799873105
cone_0,599,2.4,2.3019428343882744
cone_0,600,2.404,2.300996868903443
cone_0,601,2.408,2.300050903418612
cone_0,602,2.412,2.299104937933781
cone_0,603,2.416,2.29815897244895
cone_0,604,2.42,2.2972130069641192
cone_0,605,2.424,2.2962670414792883
cone_0,606,2.428,2.2953210759944573
cone_0,607,2.432,2.2943751105096264
cone_0,608,2.436,2.2934291450247954
cone_0,609,2.44,2.292483179539964
cone_0,610,2.444,2.2915372140551336
cone_0,611,2.448,2.290591248570302
cone_0,612,2.452,2.289645283085471
cone_0,613,2.456,2.2886993176006403
cone_0,614,2.46,2.2877533521158093
cone_0,615,2.464,2.2868073866309784
cone_0,616,2.468,2.2858614211461474
cone_0,617,2.472,2.2849154556613165
cone_0,618,2.476,2.2839694901764855
cone_0,619,2.48,2.2830235246916546
cone_0,620,2.484,2.2820775592068236
cone_0,621,2.488,2.2811315937219927
cone_0,622,2.492,2.2801856282371613
cone_0,623,2.496,2.279239662752331
cone_0,624,2.5,2.2782936972674994
cone_0,625,2.504,2.2773477317826685
cone_0,626,2.508,2.2764017662978375
cone_0,627,2.512,2.2754558008130066
cone_0,628,2.516,2.2745098353281756
cone_0,629,2.52,2.2735638698433447
cone_0,630,2.524,2.2726179043585137
cone_0,631,2.528,2.271671938873683
cone_0,632,2.532,2.270725973388852
cone_0,633,2.536,2.269780007904021
cone_0,634,2.54,2.26883404241919
cone_0,635,2.544,2.2678880769343586
cone_0,636,2.548,2.266942111449528
cone_0,637,2.552,2.2659961459646967
cone_0,638,2.556,2.2650501804798657
cone_0,639,2.56,2.264104214995035
cone_0,640,2.564,2.263158249510204
cone_0,641,2.568,2.262212284025373
cone_0,642,2.572,2.261266318540542
cone_0,643,2.576,2.260320353055711
cone_0,644,2.58,2.25937438757088
cone_0,645,2.584,2.258428422086049
cone_0,646,2.588,2.257482456601218
cone_0,647,2.592,2.256536491116387
cone_0,648,2.596,2.255590525631556
cone_0,649,2.6,2.2546445601467253
cone_0,650,2.604,2.253698594661894
cone_0,651,2.608,2.252752629177063
cone_0,652,2.612,2.251806663692232
cone_0,653,2.616,2.250860698207401
cone_0,654,2.62,2.24991473272257
cone_0,655,2.624,2.248968767237739
cone_0,656,2.628,2.2480228017529083
cone_0,657,2.632,2.2470768362680773
cone_0,658,2.636,2.2461308707832464
cone_0,659,2.64,2.245184905298415
cone_0,660,2.644,2.2442389398135845
cone_0,661,2.648,2.243292974328753
cone_0,662,2.652,2.2423470088439226
cone_0,663,2.656,2.241401043359091
cone_0,664,2.66,2.2404550778742602
cone_0,665,2.664,2.2395091123894293
cone_0,666,2.668,2.2385631469045983
cone_0,667,2.672,2.2376171814197674
cone_0,668,2.676,2.2366712159349365
cone_0,669,2.68,2.2357252504501055
cone_0,670,2.684,2.2347792849652746
cone_0,671,2.688,2.2338333194804436
cone_0,672,2.692,2.2328873539956122
cone_0,673,2.696,2.2319413885107817
cone_0,674,2.7,2.2309954230259503
cone_0,675,2.704,2.2300494575411194
cone_0,676,2.708,2.2291034920562884
cone_0,677,2.712,2.2281575265714575
cone_0,678,2.716,2.2272115610866265
cone_0,679,2.72,2.2262655956017956
cone_0,680,2.724,2.2253196301169647
cone_0,681,2.728,2.2243736646321337
cone_0,682,2.732,2.2234276991473028
cone_0,683,2.736,2.222481733662472
cone_0,684,2.74,2.221535768177641
