image_name,cluster_label,width,height,center
MM_final_1038.tif,2,479.0,410.0,"[1754.5, 4964.0]"
MM_final_1039.tif,0,480.0,477.0,"[3342.0, 2339.5]"
MM_final_1039.tif,1,505.0,491.0,"[252.5, 2320.5]"
MM_final_1039.tif,2,479.0,411.0,"[1754.5, 4963.5]"
MM_final_1040.tif,1,506.0,490.0,"[253.0, 2319.0]"
MM_final_1040.tif,0,478.0,473.0,"[3342.0, 2338.5]"
MM_final_1040.tif,2,479.0,415.0,"[1755.5, 4961.5]"
MM_final_1041.tif,0,476.0,470.0,"[3341.0, 2339.0]"
MM_final_1041.tif,1,506.0,489.0,"[253.0, 2318.5]"
MM_final_1041.tif,2,478.0,416.0,"[1756.0, 4961.0]"
MM_final_1042.tif,0,475.0,472.0,"[3340.5, 2338.0]"
MM_final_1042.tif,1,497.0,488.0,"[258.5, 2320.0]"
MM_final_1042.tif,2,479.0,417.0,"[1756.5, 4960.5]"
MM_final_1043.tif,1,493.0,484.0,"[258.5, 2321.0]"
MM_final_1043.tif,0,478.0,472.0,"[3340.0, 2338.0]"
MM_final_1043.tif,2,478.0,418.0,"[1757.0, 4960.0]"
MM_final_1044.tif,1,497.0,487.0,"[259.5, 2321.5]"
MM_final_1044.tif,2,478.0,418.0,"[1757.0, 4960.0]"
MM_final_1044.tif,0,478.0,473.0,"[3339.0, 2338.5]"
MM_final_1045.tif,0,475.0,470.0,"[3338.5, 2338.0]"
MM_final_1045.tif,1,494.0,480.0,"[259.0, 2322.0]"
MM_final_1045.tif,2,476.0,418.0,"[1757.0, 4960.0]"
MM_final_1046.tif,1,494.0,480.0,"[259.0, 2322.0]"
MM_final_1046.tif,0,476.0,469.0,"[3339.0, 2337.5]"
MM_final_1046.tif,2,475.0,419.0,"[1756.5, 4959.5]"
MM_final_1047.tif,1,498.0,483.0,"[259.0, 2321.5]"
MM_final_1047.tif,2,476.0,419.0,"[1756.0, 4959.5]"
MM_final_1047.tif,0,479.0,471.0,"[3338.5, 2337.5]"
MM_final_1048.tif,1,498.0,483.0,"[259.0, 2321.5]"
MM_final_1048.tif,2,478.0,419.0,"[1755.0, 4959.5]"
MM_final_1048.tif,0,478.0,470.0,"[3339.0, 2338.0]"
MM_final_1049.tif,1,495.0,480.0,"[258.5, 2322.0]"
MM_final_1049.tif,2,480.0,418.0,"[1754.0, 4960.0]"
MM_final_1049.tif,0,478.0,468.0,"[3340.0, 2337.0]"
MM_final_1050.tif,1,494.0,482.0,"[258.0, 2321.0]"
MM_final_1050.tif,0,478.0,467.0,"[3340.0, 2337.5]"
MM_final_1050.tif,2,481.0,417.0,"[1753.5, 4960.5]"
MM_final_1051.tif,0,479.0,465.0,"[3340.5, 2337.5]"
MM_final_1051.tif,1,493.0,479.0,"[257.5, 2320.5]"
MM_final_1051.tif,2,482.0,416.0,"[1754.0, 4961.0]"
MM_final_1052.tif,0,478.0,466.0,"[3341.0, 2337.0]"
MM_final_1052.tif,1,494.0,483.0,"[257.0, 2320.5]"
MM_final_1052.tif,2,483.0,415.0,"[1753.5, 4961.5]"
MM_final_1053.tif,1,491.0,480.0,"[256.5, 2320.0]"
MM_final_1053.tif,2,483.0,414.0,"[1753.5, 4962.0]"
MM_final_1053.tif,0,476.0,466.0,"[3341.0, 2337.0]"
MM_final_1054.tif,1,492.0,482.0,"[256.0, 2320.0]"
MM_final_1054.tif,0,477.0,467.0,"[3341.5, 2337.5]"
MM_final_1054.tif,2,484.0,414.0,"[1754.0, 4962.0]"
MM_final_1055.tif,1,490.0,483.0,"[256.0, 2320.5]"
MM_final_1055.tif,2,484.0,415.0,"[1754.0, 4961.5]"
MM_final_1055.tif,0,476.0,468.0,"[3341.0, 2337.0]"
MM_final_1056.tif,1,493.0,487.0,"[256.5, 2321.5]"
MM_final_1056.tif,2,482.0,415.0,"[1755.0, 4961.5]"
MM_final_1056.tif,0,476.0,467.0,"[3341.0, 2337.5]"
MM_final_1057.tif,0,473.0,467.0,"[3340.5, 2337.5]"
MM_final_1057.tif,1,491.0,485.0,"[255.5, 2321.5]"
MM_final_1057.tif,2,480.0,415.0,"[1755.0, 4961.5]"
MM_final_1058.tif,1,493.0,491.0,"[256.5, 2321.5]"
MM_final_1058.tif,0,471.0,465.0,"[3340.5, 2337.5]"
MM_final_1058.tif,2,480.0,415.0,"[1755.0, 4961.5]"
MM_final_1059.tif,0,470.0,464.0,"[3341.0, 2338.0]"
MM_final_1059.tif,1,488.0,488.0,"[256.0, 2322.0]"
MM_final_1059.tif,2,481.0,414.0,"[1753.5, 4962.0]"
MM_final_1060.tif,1,492.0,491.0,"[256.0, 2320.5]"
MM_final_1060.tif,0,470.0,464.0,"[3340.0, 2338.0]"
MM_final_1060.tif,2,482.0,414.0,"[1753.0, 4962.0]"
MM_final_1061.tif,1,490.0,489.0,"[256.0, 2320.5]"
MM_final_1061.tif,0,470.0,464.0,"[3340.0, 2338.0]"
MM_final_1061.tif,2,482.0,414.0,"[1753.0, 4962.0]"
MM_final_1062.tif,0,468.0,465.0,"[3341.0, 2338.5]"
MM_final_1062.tif,1,490.0,487.0,"[256.0, 2319.5]"
MM_final_1062.tif,2,482.0,412.0,"[1753.0, 4963.0]"
MM_final_1063.tif,0,469.0,468.0,"[3341.5, 2339.0]"
MM_final_1063.tif,1,488.0,484.0,"[256.0, 2319.0]"
MM_final_1063.tif,2,482.0,410.0,"[1753.0, 4964.0]"
MM_final_1064.tif,0,468.0,466.0,"[3342.0, 2338.0]"
MM_final_1064.tif,1,489.0,483.0,"[255.5, 2317.5]"
MM_final_1064.tif,2,482.0,409.0,"[1753.0, 4964.5]"
MM_final_1065.tif,0,468.0,465.0,"[3342.0, 2337.5]"
MM_final_1065.tif,1,491.0,481.0,"[255.5, 2317.5]"
MM_final_1065.tif,2,482.0,408.0,"[1753.0, 4965.0]"
MM_final_1066.tif,0,467.0,462.0,"[3341.5, 2337.0]"
MM_final_1066.tif,1,491.0,481.0,"[256.5, 2317.5]"
MM_final_1066.tif,2,482.0,408.0,"[1753.0, 4965.0]"
MM_final_1067.tif,1,491.0,479.0,"[256.5, 2318.5]"
MM_final_1067.tif,2,483.0,407.0,"[1752.5, 4965.5]"
MM_final_1067.tif,0,468.0,462.0,"[3342.0, 2336.0]"
MM_final_1068.tif,0,468.0,460.0,"[3342.0, 2336.0]"
MM_final_1068.tif,1,490.0,479.0,"[257.0, 2319.5]"
MM_final_1068.tif,2,481.0,407.0,"[1752.5, 4965.5]"
MM_final_1069.tif,1,487.0,477.0,"[257.5, 2318.5]"
MM_final_1069.tif,0,469.0,458.0,"[3342.5, 2336.0]"
MM_final_1069.tif,2,477.0,406.0,"[1751.5, 4966.0]"
MM_final_1070.tif,1,485.0,477.0,"[257.5, 2318.5]"
MM_final_1070.tif,2,474.0,405.0,"[1751.0, 4966.5]"
MM_final_1070.tif,0,472.0,459.0,"[3344.0, 2336.5]"
MM_final_1071.tif,0,470.0,460.0,"[3344.0, 2337.0]"
MM_final_1071.tif,1,486.0,477.0,"[257.0, 2318.5]"
MM_final_1071.tif,2,472.0,405.0,"[1752.0, 4966.5]"
MM_final_1072.tif,1,487.0,480.0,"[256.5, 2320.0]"
MM_final_1072.tif,0,470.0,459.0,"[3344.0, 2336.5]"
MM_final_1072.tif,2,472.0,405.0,"[1753.0, 4966.5]"
MM_final_1073.tif,1,485.0,479.0,"[256.5, 2319.5]"
MM_final_1073.tif,0,470.0,457.0,"[3344.0, 2335.5]"
MM_final_1073.tif,2,472.0,403.0,"[1753.0, 4967.5]"
MM_final_1074.tif,1,487.0,479.0,"[256.5, 2319.5]"
MM_final_1074.tif,0,470.0,460.0,"[3344.0, 2337.0]"
MM_final_1074.tif,2,473.0,403.0,"[1752.5, 4967.5]"
MM_final_1075.tif,0,469.0,460.0,"[3344.5, 2337.0]"
MM_final_1075.tif,1,489.0,480.0,"[255.5, 2319.0]"
MM_final_1075.tif,2,473.0,403.0,"[1752.5, 4967.5]"
MM_final_1076.tif,1,489.0,478.0,"[255.5, 2318.0]"
MM_final_1076.tif,0,469.0,459.0,"[3344.5, 2336.5]"
MM_final_1076.tif,2,475.0,405.0,"[1752.5, 4966.5]"
MM_final_1077.tif,0,469.0,459.0,"[3344.5, 2336.5]"
MM_final_1077.tif,1,490.0,476.0,"[256.0, 2317.0]"
MM_final_1077.tif,2,476.0,406.0,"[1752.0, 4966.0]"
MM_final_1078.tif,1,487.0,474.0,"[257.5, 2317.0]"
MM_final_1078.tif,0,470.0,460.0,"[3345.0, 2335.0]"
MM_final_1078.tif,2,475.0,406.0,"[1752.5, 4966.0]"
MM_final_1079.tif,0,471.0,456.0,"[3345.5, 2333.0]"
MM_final_1079.tif,1,485.0,477.0,"[258.5, 2316.5]"
MM_final_1079.tif,2,475.0,407.0,"[1752.5, 4965.5]"
MM_final_1080.tif,0,472.0,457.0,"[3345.0, 2332.5]"
MM_final_1080.tif,1,482.0,475.0,"[260.0, 2318.5]"
MM_final_1080.tif,2,475.0,408.0,"[1752.5, 4965.0]"
MM_final_1081.tif,1,481.0,477.0,"[260.5, 2318.5]"
MM_final_1081.tif,0,471.0,456.0,"[3344.5, 2334.0]"
MM_final_1081.tif,2,474.0,408.0,"[1753.0, 4965.0]"
MM_final_1082.tif,1,485.0,480.0,"[259.5, 2318.0]"
MM_final_1082.tif,0,471.0,457.0,"[3345.5, 2334.5]"
MM_final_1082.tif,2,475.0,408.0,"[1753.5, 4965.0]"
MM_final_1083.tif,1,486.0,481.0,"[259.0, 2317.5]"
MM_final_1083.tif,0,471.0,456.0,"[3344.5, 2334.0]"
MM_final_1083.tif,2,470.0,408.0,"[1755.0, 4965.0]"
MM_final_1084.tif,1,488.0,484.0,"[258.0, 2317.0]"
MM_final_1084.tif,0,470.0,456.0,"[3344.0, 2334.0]"
MM_final_1084.tif,2,469.0,406.0,"[1754.5, 4966.0]"
MM_final_1085.tif,1,490.0,486.0,"[258.0, 2317.0]"
MM_final_1085.tif,0,470.0,457.0,"[3344.0, 2334.5]"
MM_final_1085.tif,2,469.0,404.0,"[1754.5, 4967.0]"
MM_final_1086.tif,1,491.0,486.0,"[257.5, 2316.0]"
MM_final_1086.tif,0,471.0,457.0,"[3344.5, 2334.5]"
MM_final_1086.tif,2,470.0,404.0,"[1754.0, 4967.0]"
MM_final_1087.tif,1,492.0,488.0,"[258.0, 2315.0]"
MM_final_1087.tif,2,470.0,403.0,"[1754.0, 4967.5]"
MM_final_1087.tif,0,471.0,458.0,"[3344.5, 2335.0]"
MM_final_1088.tif,1,490.0,483.0,"[258.0, 2316.5]"
MM_final_1088.tif,0,473.0,459.0,"[3343.5, 2335.5]"
MM_final_1088.tif,2,471.0,403.0,"[1753.5, 4967.5]"
MM_final_1089.tif,0,474.0,458.0,"[3343.0, 2336.0]"
MM_final_1089.tif,1,490.0,484.0,"[258.0, 2316.0]"
MM_final_1089.tif,2,473.0,403.0,"[1752.5, 4967.5]"
MM_final_1090.tif,1,489.0,482.0,"[257.5, 2317.0]"
MM_final_1090.tif,2,476.0,403.0,"[1752.0, 4967.5]"
MM_final_1090.tif,0,473.0,456.0,"[3342.5, 2335.0]"
MM_final_1091.tif,1,485.0,480.0,"[258.5, 2319.0]"
MM_final_1091.tif,0,472.0,453.0,"[3342.0, 2334.5]"
MM_final_1091.tif,2,477.0,404.0,"[1752.5, 4967.0]"
MM_final_1092.tif,1,485.0,481.0,"[259.5, 2319.5]"
MM_final_1092.tif,2,478.0,404.0,"[1753.0, 4967.0]"
MM_final_1092.tif,0,471.0,452.0,"[3340.5, 2333.0]"
MM_final_1093.tif,2,477.0,405.0,"[1753.5, 4966.5]"
MM_final_1093.tif,0,469.0,450.0,"[3339.5, 2334.0]"
MM_final_1093.tif,1,480.0,476.0,"[260.0, 2321.0]"
MM_final_1094.tif,1,482.0,480.0,"[260.0, 2321.0]"
MM_final_1094.tif,2,475.0,404.0,"[1754.5, 4967.0]"
MM_final_1094.tif,0,469.0,451.0,"[3340.5, 2333.5]"
MM_final_1095.tif,1,482.0,481.0,"[260.0, 2320.5]"
MM_final_1095.tif,2,473.0,402.0,"[1753.5, 4968.0]"
MM_final_1095.tif,0,466.0,450.0,"[3341.0, 2335.0]"
MM_final_1096.tif,1,482.0,481.0,"[259.0, 2320.5]"
MM_final_1096.tif,0,467.0,448.0,"[3341.5, 2336.0]"
MM_final_1096.tif,2,474.0,402.0,"[1752.0, 4968.0]"
MM_final_1097.tif,1,482.0,481.0,"[259.0, 2320.5]"
MM_final_1097.tif,0,467.0,445.0,"[3342.5, 2337.5]"
MM_final_1097.tif,2,473.0,401.0,"[1751.5, 4968.5]"
MM_final_1098.tif,1,483.0,481.0,"[259.5, 2320.5]"
MM_final_1098.tif,0,470.0,447.0,"[3342.0, 2335.5]"
MM_final_1098.tif,2,472.0,400.0,"[1751.0, 4969.0]"
MM_final_1099.tif,0,469.0,449.0,"[3343.5, 2334.5]"
MM_final_1099.tif,1,484.0,480.0,"[259.0, 2320.0]"
MM_final_1099.tif,2,473.0,400.0,"[1750.5, 4969.0]"
MM_final_1100.tif,1,485.0,479.0,"[259.5, 2319.5]"
MM_final_1100.tif,0,470.0,452.0,"[3343.0, 2334.0]"
MM_final_1100.tif,2,473.0,401.0,"[1750.5, 4968.5]"
MM_final_1101.tif,1,484.0,478.0,"[259.0, 2319.0]"
MM_final_1101.tif,2,473.0,401.0,"[1750.5, 4968.5]"
MM_final_1101.tif,0,470.0,454.0,"[3343.0, 2334.0]"
MM_final_1102.tif,0,467.0,452.0,"[3343.5, 2334.0]"
MM_final_1102.tif,1,485.0,479.0,"[258.5, 2319.5]"
MM_final_1102.tif,2,472.0,400.0,"[1751.0, 4969.0]"
MM_final_1103.tif,1,483.0,478.0,"[259.5, 2320.0]"
MM_final_1103.tif,2,474.0,401.0,"[1751.0, 4968.5]"
MM_final_1103.tif,0,469.0,453.0,"[3343.5, 2333.5]"
MM_final_1104.tif,0,467.0,453.0,"[3342.5, 2334.5]"
MM_final_1104.tif,1,482.0,476.0,"[260.0, 2320.0]"
MM_final_1104.tif,2,475.0,401.0,"[1750.5, 4968.5]"
MM_final_1105.tif,1,481.0,476.0,"[260.5, 2320.0]"
MM_final_1105.tif,2,475.0,401.0,"[1750.5, 4968.5]"
MM_final_1105.tif,0,468.0,454.0,"[3343.0, 2334.0]"
MM_final_1106.tif,1,482.0,478.0,"[261.0, 2319.0]"
MM_final_1106.tif,2,474.0,400.0,"[1751.0, 4969.0]"
MM_final_1106.tif,0,467.0,454.0,"[3343.5, 2335.0]"
MM_final_1107.tif,1,483.0,480.0,"[260.5, 2318.0]"
MM_final_1107.tif,2,471.0,400.0,"[1751.5, 4969.0]"
MM_final_1107.tif,0,468.0,456.0,"[3344.0, 2336.0]"
MM_final_1108.tif,1,482.0,481.0,"[260.0, 2317.5]"
MM_final_1108.tif,2,470.0,400.0,"[1752.0, 4969.0]"
MM_final_1108.tif,0,468.0,457.0,"[3344.0, 2336.5]"
MM_final_1109.tif,1,482.0,481.0,"[260.0, 2317.5]"
MM_final_1109.tif,0,463.0,453.0,"[3344.5, 2337.5]"
MM_final_1109.tif,2,469.0,399.0,"[1752.5, 4969.5]"
MM_final_1110.tif,1,480.0,480.0,"[260.0, 2317.0]"
MM_final_1110.tif,2,468.0,399.0,"[1753.0, 4969.5]"
MM_final_1110.tif,0,468.0,457.0,"[3345.0, 2337.5]"
MM_final_1111.tif,1,480.0,480.0,"[260.0, 2317.0]"
MM_final_1111.tif,2,467.0,397.0,"[1753.5, 4970.5]"
MM_final_1111.tif,0,466.0,458.0,"[3345.0, 2338.0]"
MM_final_1112.tif,1,480.0,481.0,"[260.0, 2316.5]"
MM_final_1112.tif,0,462.0,454.0,"[3345.0, 2339.0]"
MM_final_1112.tif,2,467.0,395.0,"[1753.5, 4971.5]"
MM_final_1113.tif,1,479.0,479.0,"[260.5, 2316.5]"
MM_final_1113.tif,2,468.0,395.0,"[1753.0, 4971.5]"
MM_final_1113.tif,0,466.0,457.0,"[3344.0, 2338.5]"
MM_final_1114.tif,1,478.0,478.0,"[261.0, 2317.0]"
MM_final_1114.tif,2,471.0,396.0,"[1752.5, 4971.0]"
MM_final_1114.tif,0,467.0,455.0,"[3343.5, 2337.5]"
MM_final_1115.tif,1,475.0,477.0,"[262.5, 2316.5]"
MM_final_1115.tif,2,470.0,397.0,"[1752.0, 4970.5]"
MM_final_1115.tif,0,468.0,454.0,"[3343.0, 2336.0]"
MM_final_1116.tif,1,474.0,476.0,"[263.0, 2318.0]"
MM_final_1116.tif,2,472.0,397.0,"[1751.0, 4970.5]"
MM_final_1116.tif,0,468.0,452.0,"[3343.0, 2335.0]"
MM_final_1117.tif,2,472.0,397.0,"[1750.0, 4970.5]"
MM_final_1117.tif,1,472.0,474.0,"[262.0, 2320.0]"
MM_final_1117.tif,0,469.0,451.0,"[3343.5, 2334.5]"
MM_final_1118.tif,2,472.0,397.0,"[1750.0, 4970.5]"
MM_final_1118.tif,1,470.0,469.0,"[261.0, 2321.5]"
MM_final_1118.tif,0,470.0,450.0,"[3344.0, 2335.0]"
MM_final_1119.tif,1,477.0,473.0,"[260.5, 2321.5]"
MM_final_1119.tif,2,471.0,398.0,"[1749.5, 4970.0]"
MM_final_1119.tif,0,469.0,451.0,"[3344.5, 2335.5]"
MM_final_1120.tif,1,479.0,476.0,"[260.5, 2321.0]"
MM_final_1120.tif,2,470.0,399.0,"[1749.0, 4969.5]"
MM_final_1120.tif,0,466.0,449.0,"[3345.0, 2337.5]"
MM_final_1121.tif,1,479.0,476.0,"[260.5, 2322.0]"
MM_final_1121.tif,0,468.0,452.0,"[3347.0, 2337.0]"
MM_final_1121.tif,2,469.0,398.0,"[1748.5, 4970.0]"
MM_final_1122.tif,0,466.0,451.0,"[3347.0, 2337.5]"
MM_final_1122.tif,1,477.0,474.0,"[261.5, 2322.0]"
MM_final_1122.tif,2,469.0,397.0,"[1748.5, 4970.5]"
MM_final_1123.tif,2,468.0,397.0,"[1749.0, 4970.5]"
MM_final_1123.tif,0,466.0,449.0,"[3348.0, 2338.5]"
MM_final_1123.tif,1,483.0,476.0,"[260.5, 2321.0]"
MM_final_1124.tif,2,461.0,395.0,"[1748.5, 4971.5]"
MM_final_1124.tif,1,482.0,475.0,"[260.0, 2321.5]"
MM_final_1124.tif,0,468.0,450.0,"[3348.0, 2338.0]"
MM_final_1125.tif,2,466.0,397.0,"[1749.0, 4970.5]"
MM_final_1125.tif,1,482.0,472.0,"[260.0, 2321.0]"
MM_final_1125.tif,0,467.0,451.0,"[3348.5, 2337.5]"
MM_final_1126.tif,2,466.0,397.0,"[1749.0, 4970.5]"
MM_final_1126.tif,1,483.0,471.0,"[259.5, 2320.5]"
MM_final_1126.tif,0,467.0,450.0,"[3348.5, 2336.0]"
MM_final_1127.tif,2,466.0,396.0,"[1749.0, 4971.0]"
MM_final_1127.tif,1,481.0,469.0,"[259.5, 2320.5]"
MM_final_1127.tif,0,466.0,448.0,"[3348.0, 2336.0]"
MM_final_1128.tif,2,467.0,396.0,"[1749.5, 4971.0]"
MM_final_1128.tif,1,480.0,469.0,"[260.0, 2320.5]"
MM_final_1128.tif,0,464.0,447.0,"[3348.0, 2335.5]"
MM_final_1129.tif,1,476.0,468.0,"[261.0, 2320.0]"
MM_final_1129.tif,2,467.0,396.0,"[1749.5, 4971.0]"
MM_final_1129.tif,0,462.0,446.0,"[3347.0, 2336.0]"
MM_final_1130.tif,1,478.0,470.0,"[262.0, 2320.0]"
MM_final_1130.tif,2,464.0,396.0,"[1750.0, 4971.0]"
MM_final_1130.tif,0,461.0,444.0,"[3346.5, 2336.0]"
MM_final_1131.tif,1,480.0,473.0,"[261.0, 2318.5]"
MM_final_1131.tif,2,461.0,396.0,"[1750.5, 4971.0]"
MM_final_1131.tif,0,460.0,442.0,"[3346.0, 2336.0]"
MM_final_1132.tif,0,455.0,440.0,"[3344.5, 2337.0]"
MM_final_1132.tif,1,481.0,474.0,"[261.5, 2319.0]"
MM_final_1132.tif,2,459.0,396.0,"[1750.5, 4971.0]"
MM_final_1133.tif,0,452.0,440.0,"[3344.0, 2337.0]"
MM_final_1133.tif,1,482.0,472.0,"[261.0, 2318.0]"
MM_final_1133.tif,2,458.0,396.0,"[1750.0, 4971.0]"
MM_final_1134.tif,1,480.0,468.0,"[262.0, 2317.0]"
MM_final_1134.tif,0,452.0,439.0,"[3343.0, 2336.5]"
MM_final_1134.tif,2,458.0,395.0,"[1751.0, 4971.5]"
MM_final_1135.tif,1,484.0,471.0,"[261.0, 2316.5]"
MM_final_1135.tif,0,453.0,440.0,"[3343.5, 2337.0]"
MM_final_1135.tif,2,458.0,393.0,"[1751.0, 4972.5]"
MM_final_1136.tif,0,454.0,441.0,"[3344.0, 2337.5]"
MM_final_1136.tif,1,482.0,471.0,"[261.0, 2316.5]"
MM_final_1136.tif,2,458.0,393.0,"[1751.0, 4972.5]"
MM_final_1137.tif,1,481.0,469.0,"[260.5, 2315.5]"
MM_final_1137.tif,0,454.0,441.0,"[3344.0, 2336.5]"
MM_final_1137.tif,2,458.0,394.0,"[1750.0, 4972.0]"
MM_final_1138.tif,0,455.0,441.0,"[3344.5, 2336.5]"
MM_final_1138.tif,1,479.0,469.0,"[260.5, 2315.5]"
MM_final_1138.tif,2,458.0,395.0,"[1750.0, 4971.5]"
MM_final_1139.tif,0,455.0,440.0,"[3343.5, 2336.0]"
MM_final_1139.tif,1,477.0,470.0,"[260.5, 2316.0]"
MM_final_1139.tif,2,459.0,395.0,"[1749.5, 4971.5]"
MM_final_1140.tif,0,454.0,441.0,"[3343.0, 2334.5]"
MM_final_1140.tif,1,473.0,469.0,"[261.5, 2316.5]"
MM_final_1140.tif,2,461.0,396.0,"[1749.5, 4971.0]"
MM_final_1141.tif,0,454.0,442.0,"[3343.0, 2335.0]"
MM_final_1141.tif,1,469.0,468.0,"[262.5, 2318.0]"
MM_final_1141.tif,2,461.0,395.0,"[1748.5, 4971.5]"
MM_final_1142.tif,0,454.0,443.0,"[3343.0, 2334.5]"
MM_final_1142.tif,2,459.0,395.0,"[1748.5, 4971.5]"
MM_final_1142.tif,1,466.0,469.0,"[264.0, 2318.5]"
MM_final_1143.tif,1,464.0,471.0,"[264.0, 2318.5]"
MM_final_1143.tif,0,454.0,445.0,"[3344.0, 2334.5]"
MM_final_1143.tif,2,459.0,395.0,"[1749.5, 4971.5]"
MM_final_1144.tif,1,462.0,471.0,"[264.0, 2317.5]"
MM_final_1144.tif,0,452.0,443.0,"[3343.0, 2334.5]"
MM_final_1144.tif,2,460.0,395.0,"[1750.0, 4971.5]"
MM_final_1145.tif,1,464.0,471.0,"[263.0, 2316.5]"
MM_final_1145.tif,0,452.0,442.0,"[3345.0, 2335.0]"
MM_final_1145.tif,2,459.0,393.0,"[1749.5, 4972.5]"
MM_final_1146.tif,1,466.0,469.0,"[262.0, 2316.5]"
MM_final_1146.tif,2,459.0,391.0,"[1749.5, 4973.5]"
MM_final_1146.tif,0,452.0,441.0,"[3345.0, 2335.5]"
MM_final_1147.tif,1,468.0,466.0,"[261.0, 2317.0]"
MM_final_1147.tif,2,459.0,391.0,"[1749.5, 4973.5]"
MM_final_1147.tif,0,451.0,440.0,"[3345.5, 2336.0]"
MM_final_1148.tif,1,470.0,466.0,"[261.0, 2316.0]"
MM_final_1148.tif,2,459.0,391.0,"[1749.5, 4973.5]"
MM_final_1148.tif,0,450.0,442.0,"[3345.0, 2336.0]"
MM_final_1149.tif,1,472.0,464.0,"[261.0, 2316.0]"
MM_final_1149.tif,2,460.0,391.0,"[1749.0, 4973.5]"
MM_final_1149.tif,0,450.0,443.0,"[3346.0, 2335.5]"
MM_final_1150.tif,1,471.0,462.0,"[260.5, 2316.0]"
MM_final_1150.tif,0,451.0,443.0,"[3346.5, 2334.5]"
MM_final_1150.tif,2,459.0,391.0,"[1748.5, 4973.5]"
MM_final_1151.tif,0,450.0,447.0,"[3346.0, 2333.5]"
MM_final_1151.tif,1,473.0,463.0,"[260.5, 2316.5]"
MM_final_1151.tif,2,460.0,391.0,"[1749.0, 4973.5]"
MM_final_1152.tif,0,450.0,446.0,"[3345.0, 2333.0]"
MM_final_1152.tif,2,461.0,393.0,"[1748.5, 4972.5]"
MM_final_1152.tif,1,471.0,458.0,"[259.5, 2316.0]"
MM_final_1153.tif,0,449.0,445.0,"[3344.5, 2333.5]"
MM_final_1153.tif,2,462.0,394.0,"[1749.0, 4972.0]"
MM_final_1153.tif,1,473.0,460.0,"[259.5, 2316.0]"
MM_final_1154.tif,0,449.0,444.0,"[3344.5, 2333.0]"
MM_final_1154.tif,2,461.0,395.0,"[1748.5, 4971.5]"
MM_final_1154.tif,1,470.0,459.0,"[261.0, 2315.5]"
MM_final_1155.tif,0,450.0,442.0,"[3344.0, 2333.0]"
MM_final_1155.tif,1,470.0,462.0,"[261.0, 2315.0]"
MM_final_1155.tif,2,459.0,395.0,"[1748.5, 4971.5]"
MM_final_1156.tif,0,451.0,443.0,"[3344.5, 2333.5]"
MM_final_1156.tif,2,459.0,395.0,"[1747.5, 4971.5]"
MM_final_1156.tif,1,472.0,463.0,"[260.0, 2315.5]"
MM_final_1157.tif,1,472.0,463.0,"[259.0, 2315.5]"
MM_final_1157.tif,2,457.0,393.0,"[1747.5, 4972.5]"
MM_final_1157.tif,0,450.0,441.0,"[3345.0, 2334.5]"
MM_final_1158.tif,1,471.0,463.0,"[260.5, 2315.5]"
MM_final_1158.tif,2,457.0,389.0,"[1747.5, 4974.5]"
MM_final_1158.tif,0,451.0,441.0,"[3345.5, 2334.5]"
MM_final_1159.tif,1,471.0,464.0,"[260.5, 2315.0]"
MM_final_1159.tif,2,458.0,388.0,"[1747.0, 4975.0]"
MM_final_1159.tif,0,452.0,444.0,"[3346.0, 2335.0]"
MM_final_1160.tif,0,448.0,445.0,"[3347.0, 2335.5]"
MM_final_1160.tif,1,471.0,465.0,"[260.5, 2314.5]"
MM_final_1160.tif,2,457.0,387.0,"[1747.5, 4975.5]"
MM_final_1161.tif,0,449.0,447.0,"[3347.5, 2335.5]"
MM_final_1161.tif,2,457.0,387.0,"[1747.5, 4975.5]"
MM_final_1161.tif,1,470.0,464.0,"[260.0, 2314.0]"
MM_final_1162.tif,1,464.0,460.0,"[261.0, 2315.0]"
MM_final_1162.tif,2,457.0,387.0,"[1747.5, 4975.5]"
MM_final_1162.tif,0,450.0,448.0,"[3347.0, 2335.0]"
MM_final_1163.tif,1,463.0,459.0,"[261.5, 2315.5]"
MM_final_1163.tif,2,457.0,387.0,"[1747.5, 4975.5]"
MM_final_1163.tif,0,449.0,447.0,"[3346.5, 2334.5]"
MM_final_1164.tif,1,465.0,462.0,"[261.5, 2316.0]"
MM_final_1164.tif,0,446.0,444.0,"[3347.0, 2334.0]"
MM_final_1164.tif,2,459.0,388.0,"[1747.5, 4975.0]"
MM_final_1165.tif,0,446.0,445.0,"[3347.0, 2333.5]"
MM_final_1165.tif,1,468.0,462.0,"[261.0, 2316.0]"
MM_final_1165.tif,2,459.0,389.0,"[1748.5, 4974.5]"
MM_final_1166.tif,1,468.0,462.0,"[261.0, 2316.0]"
MM_final_1166.tif,2,459.0,390.0,"[1748.5, 4974.0]"
MM_final_1166.tif,0,446.0,444.0,"[3347.0, 2334.0]"
MM_final_1167.tif,1,465.0,461.0,"[262.5, 2316.5]"
MM_final_1167.tif,2,457.0,391.0,"[1748.5, 4973.5]"
MM_final_1167.tif,0,448.0,445.0,"[3347.0, 2332.5]"
MM_final_1168.tif,0,447.0,444.0,"[3347.5, 2334.0]"
MM_final_1168.tif,2,456.0,390.0,"[1749.0, 4974.0]"
MM_final_1168.tif,1,468.0,462.0,"[262.0, 2316.0]"
MM_final_1169.tif,0,444.0,443.0,"[3348.0, 2334.5]"
