image_name,cluster_label,width,height,center
MM_final_0304.tif,1,567.0,671.0,"[293.5, 2334.5]"
MM_final_0304.tif,2,658.0,501.0,"[1753.0, 4918.5]"
MM_final_0304.tif,0,646.0,643.0,"[3328.0, 2367.5]"
MM_final_0305.tif,1,567.0,673.0,"[293.5, 2334.5]"
MM_final_0305.tif,0,645.0,644.0,"[3327.5, 2368.0]"
MM_final_0305.tif,2,659.0,501.0,"[1753.5, 4918.5]"
MM_final_0306.tif,1,567.0,673.0,"[293.5, 2334.5]"
MM_final_0306.tif,0,645.0,644.0,"[3327.5, 2368.0]"
MM_final_0306.tif,2,660.0,501.0,"[1753.0, 4918.5]"
MM_final_0307.tif,0,644.0,644.0,"[3328.0, 2368.0]"
MM_final_0307.tif,1,568.0,673.0,"[293.0, 2333.5]"
MM_final_0307.tif,2,660.0,491.0,"[1753.0, 4913.5]"
MM_final_0308.tif,1,577.0,673.0,"[288.5, 2333.5]"
MM_final_0308.tif,0,644.0,644.0,"[3328.0, 2368.0]"
MM_final_0308.tif,2,659.0,491.0,"[1752.5, 4912.5]"
MM_final_0309.tif,1,566.0,668.0,"[293.0, 2333.0]"
MM_final_0309.tif,0,641.0,642.0,"[3327.5, 2369.0]"
MM_final_0309.tif,2,657.0,492.0,"[1751.5, 4913.0]"
MM_final_0310.tif,1,566.0,665.0,"[293.0, 2332.5]"
MM_final_0310.tif,0,642.0,643.0,"[3328.0, 2369.5]"
MM_final_0310.tif,2,657.0,492.0,"[1751.5, 4913.0]"
MM_final_0311.tif,1,567.0,665.0,"[293.5, 2332.5]"
MM_final_0311.tif,0,640.0,642.0,"[3329.0, 2370.0]"
MM_final_0311.tif,2,657.0,492.0,"[1751.5, 4913.0]"
MM_final_0312.tif,1,567.0,664.0,"[293.5, 2332.0]"
MM_final_0312.tif,0,641.0,643.0,"[3328.5, 2369.5]"
MM_final_0312.tif,2,658.0,501.0,"[1752.0, 4918.5]"
MM_final_0313.tif,0,643.0,645.0,"[3328.5, 2369.5]"
MM_final_0313.tif,1,566.0,662.0,"[293.0, 2332.0]"
MM_final_0313.tif,2,658.0,500.0,"[1752.0, 4919.0]"
MM_final_0314.tif,1,567.0,663.0,"[293.5, 2332.5]"
MM_final_0314.tif,0,641.0,642.0,"[3326.5, 2370.0]"
MM_final_0314.tif,2,658.0,499.0,"[1752.0, 4919.5]"
MM_final_0315.tif,1,567.0,665.0,"[293.5, 2332.5]"
MM_final_0315.tif,0,641.0,643.0,"[3325.5, 2369.5]"
MM_final_0315.tif,2,658.0,499.0,"[1752.0, 4919.5]"
MM_final_0316.tif,1,566.0,665.0,"[294.0, 2332.5]"
MM_final_0316.tif,0,645.0,644.0,"[3325.5, 2370.0]"
MM_final_0316.tif,2,656.0,487.0,"[1752.0, 4914.5]"
MM_final_0317.tif,1,566.0,667.0,"[294.0, 2332.5]"
MM_final_0317.tif,0,643.0,641.0,"[3323.5, 2368.5]"
MM_final_0317.tif,2,658.0,489.0,"[1752.0, 4913.5]"
MM_final_0318.tif,1,565.0,662.0,"[293.5, 2332.0]"
MM_final_0318.tif,0,643.0,641.0,"[3323.5, 2368.5]"
MM_final_0318.tif,2,658.0,489.0,"[1752.0, 4913.5]"
MM_final_0319.tif,1,569.0,668.0,"[294.5, 2333.0]"
MM_final_0319.tif,0,644.0,641.0,"[3324.0, 2368.5]"
MM_final_0319.tif,2,657.0,490.0,"[1751.5, 4913.0]"
MM_final_0320.tif,1,570.0,668.0,"[295.0, 2333.0]"
MM_final_0320.tif,0,645.0,641.0,"[3324.5, 2368.5]"
MM_final_0320.tif,2,656.0,491.0,"[1751.0, 4913.5]"
MM_final_0321.tif,1,570.0,668.0,"[295.0, 2332.0]"
MM_final_0321.tif,0,644.0,640.0,"[3325.0, 2369.0]"
MM_final_0321.tif,2,656.0,500.0,"[1750.0, 4919.0]"
MM_final_0322.tif,1,566.0,659.0,"[294.0, 2331.5]"
MM_final_0322.tif,0,645.0,644.0,"[3325.5, 2371.0]"
MM_final_0322.tif,2,657.0,500.0,"[1750.5, 4919.0]"
MM_final_0323.tif,0,642.0,645.0,"[3326.0, 2370.5]"
MM_final_0323.tif,1,568.0,660.0,"[294.0, 2332.0]"
MM_final_0323.tif,2,657.0,490.0,"[1751.5, 4914.0]"
MM_final_0324.tif,0,643.0,645.0,"[3325.5, 2370.5]"
MM_final_0324.tif,1,567.0,659.0,"[293.5, 2332.5]"
MM_final_0324.tif,2,655.0,499.0,"[1752.5, 4919.5]"
MM_final_0325.tif,0,643.0,646.0,"[3324.5, 2371.0]"
MM_final_0325.tif,1,567.0,660.0,"[293.5, 2334.0]"
MM_final_0325.tif,2,654.0,498.0,"[1753.0, 4920.0]"
MM_final_0326.tif,0,643.0,646.0,"[3323.5, 2371.0]"
MM_final_0326.tif,1,567.0,660.0,"[293.5, 2334.0]"
MM_final_0326.tif,2,654.0,499.0,"[1753.0, 4919.5]"
MM_final_0327.tif,0,642.0,646.0,"[3323.0, 2371.0]"
MM_final_0327.tif,1,569.0,660.0,"[295.5, 2333.0]"
MM_final_0327.tif,2,655.0,500.0,"[1752.5, 4919.0]"
MM_final_0328.tif,1,567.0,654.0,"[294.5, 2333.0]"
MM_final_0328.tif,0,641.0,643.0,"[3322.5, 2370.5]"
MM_final_0328.tif,2,655.0,500.0,"[1752.5, 4919.0]"
MM_final_0329.tif,1,568.0,654.0,"[295.0, 2332.0]"
MM_final_0329.tif,0,642.0,641.0,"[3323.0, 2368.5]"
MM_final_0329.tif,2,656.0,501.0,"[1752.0, 4918.5]"
MM_final_0330.tif,1,572.0,660.0,"[296.0, 2332.0]"
MM_final_0330.tif,0,639.0,640.0,"[3321.5, 2369.0]"
MM_final_0330.tif,2,656.0,491.0,"[1752.0, 4913.5]"
MM_final_0331.tif,1,572.0,660.0,"[296.0, 2331.0]"
MM_final_0331.tif,0,640.0,640.0,"[3321.0, 2369.0]"
MM_final_0331.tif,2,656.0,490.0,"[1752.0, 4913.0]"
MM_final_0332.tif,1,573.0,660.0,"[296.5, 2330.0]"
MM_final_0332.tif,0,642.0,640.0,"[3321.0, 2369.0]"
MM_final_0332.tif,2,654.0,501.0,"[1751.0, 4918.5]"
MM_final_0333.tif,1,574.0,660.0,"[296.0, 2330.0]"
MM_final_0333.tif,0,642.0,642.0,"[3321.0, 2369.0]"
MM_final_0333.tif,2,654.0,501.0,"[1751.0, 4918.5]"
MM_final_0334.tif,1,572.0,657.0,"[295.0, 2329.5]"
MM_final_0334.tif,0,639.0,641.0,"[3321.5, 2368.5]"
MM_final_0334.tif,2,656.0,502.0,"[1751.0, 4918.0]"
MM_final_0335.tif,1,570.0,653.0,"[295.0, 2328.5]"
MM_final_0335.tif,0,641.0,642.0,"[3322.5, 2369.0]"
MM_final_0335.tif,2,658.0,501.0,"[1751.0, 4918.5]"
MM_final_0336.tif,1,569.0,652.0,"[294.5, 2330.0]"
MM_final_0336.tif,0,644.0,640.0,"[3320.0, 2369.0]"
MM_final_0336.tif,2,657.0,501.0,"[1752.5, 4918.5]"
MM_final_0337.tif,1,568.0,652.0,"[294.0, 2330.0]"
MM_final_0337.tif,0,645.0,639.0,"[3319.5, 2369.5]"
MM_final_0337.tif,2,657.0,500.0,"[1752.5, 4919.0]"
MM_final_0338.tif,1,568.0,653.0,"[294.0, 2329.5]"
MM_final_0338.tif,0,641.0,639.0,"[3320.5, 2369.5]"
MM_final_0338.tif,2,656.0,490.0,"[1752.0, 4914.0]"
MM_final_0339.tif,1,565.0,650.0,"[292.5, 2332.0]"
MM_final_0339.tif,2,657.0,491.0,"[1752.5, 4913.5]"
MM_final_0339.tif,0,639.0,640.0,"[3321.5, 2370.0]"
MM_final_0340.tif,1,564.0,650.0,"[292.0, 2332.0]"
MM_final_0340.tif,2,654.0,489.0,"[1752.0, 4913.5]"
MM_final_0340.tif,0,640.0,641.0,"[3323.0, 2369.5]"
MM_final_0341.tif,1,566.0,654.0,"[293.0, 2331.0]"
MM_final_0341.tif,0,639.0,639.0,"[3322.5, 2369.5]"
MM_final_0341.tif,2,654.0,489.0,"[1752.0, 4913.5]"
MM_final_0342.tif,1,568.0,658.0,"[294.0, 2330.0]"
MM_final_0342.tif,0,639.0,638.0,"[3322.5, 2369.0]"
MM_final_0342.tif,2,654.0,489.0,"[1752.0, 4913.5]"
MM_final_0343.tif,1,576.0,652.0,"[288.0, 2331.0]"
MM_final_0343.tif,0,637.0,638.0,"[3323.5, 2369.0]"
MM_final_0343.tif,2,655.0,491.0,"[1752.5, 4913.5]"
MM_final_0344.tif,1,570.0,659.0,"[295.0, 2329.5]"
MM_final_0344.tif,0,636.0,636.0,"[3323.0, 2368.0]"
MM_final_0344.tif,2,654.0,491.0,"[1752.0, 4913.5]"
MM_final_0345.tif,0,634.0,637.0,"[3324.0, 2367.5]"
MM_final_0345.tif,1,570.0,657.0,"[295.0, 2329.5]"
MM_final_0345.tif,2,651.0,489.0,"[1750.5, 4913.5]"
MM_final_0346.tif,0,636.0,638.0,"[3325.0, 2367.0]"
MM_final_0346.tif,1,569.0,655.0,"[294.5, 2328.5]"
MM_final_0346.tif,2,649.0,490.0,"[1749.5, 4914.0]"
MM_final_0347.tif,0,635.0,637.0,"[3325.5, 2367.5]"
MM_final_0347.tif,1,569.0,653.0,"[294.5, 2327.5]"
MM_final_0347.tif,2,650.0,490.0,"[1750.0, 4914.0]"
MM_final_0348.tif,1,568.0,652.0,"[294.0, 2328.0]"
MM_final_0348.tif,0,637.0,639.0,"[3325.5, 2367.5]"
MM_final_0348.tif,2,650.0,499.0,"[1751.0, 4919.5]"
MM_final_0349.tif,1,566.0,653.0,"[294.0, 2328.5]"
MM_final_0349.tif,0,634.0,638.0,"[3326.0, 2368.0]"
MM_final_0349.tif,2,649.0,497.0,"[1751.5, 4920.5]"
MM_final_0350.tif,1,564.0,655.0,"[293.0, 2328.5]"
MM_final_0350.tif,0,633.0,639.0,"[3326.5, 2367.5]"
MM_final_0350.tif,2,649.0,496.0,"[1752.5, 4921.0]"
MM_final_0351.tif,1,564.0,655.0,"[292.0, 2328.5]"
MM_final_0351.tif,0,632.0,638.0,"[3326.0, 2367.0]"
MM_final_0351.tif,2,649.0,487.0,"[1752.5, 4915.5]"
MM_final_0352.tif,1,562.0,651.0,"[292.0, 2329.5]"
MM_final_0352.tif,0,630.0,635.0,"[3326.0, 2366.5]"
MM_final_0352.tif,2,647.0,486.0,"[1752.5, 4915.0]"
MM_final_0353.tif,0,629.0,633.0,"[3326.5, 2366.5]"
MM_final_0353.tif,1,565.0,658.0,"[293.5, 2328.0]"
MM_final_0353.tif,2,650.0,488.0,"[1753.0, 4915.0]"
MM_final_0354.tif,0,630.0,634.0,"[3327.0, 2367.0]"
MM_final_0354.tif,1,563.0,652.0,"[291.5, 2329.0]"
MM_final_0354.tif,2,650.0,488.0,"[1753.0, 4914.0]"
MM_final_0355.tif,0,631.0,636.0,"[3328.5, 2367.0]"
MM_final_0355.tif,1,563.0,656.0,"[291.5, 2329.0]"
MM_final_0355.tif,2,650.0,500.0,"[1753.0, 4919.0]"
MM_final_0356.tif,1,564.0,654.0,"[291.0, 2329.0]"
MM_final_0356.tif,0,630.0,635.0,"[3329.0, 2366.5]"
MM_final_0356.tif,2,650.0,489.0,"[1752.0, 4913.5]"
MM_final_0357.tif,1,563.0,657.0,"[292.5, 2328.5]"
MM_final_0357.tif,0,630.0,633.0,"[3329.0, 2365.5]"
MM_final_0357.tif,2,646.0,499.0,"[1751.0, 4919.5]"
MM_final_0358.tif,1,565.0,659.0,"[292.5, 2327.5]"
MM_final_0358.tif,0,630.0,633.0,"[3329.0, 2365.5]"
MM_final_0358.tif,2,645.0,500.0,"[1749.5, 4919.0]"
MM_final_0359.tif,0,632.0,636.0,"[3329.0, 2365.0]"
MM_final_0359.tif,1,563.0,652.0,"[292.5, 2328.0]"
MM_final_0359.tif,2,644.0,499.0,"[1750.0, 4919.5]"
MM_final_0360.tif,1,564.0,649.0,"[292.0, 2328.5]"
MM_final_0360.tif,0,631.0,635.0,"[3328.5, 2364.5]"
MM_final_0360.tif,2,645.0,498.0,"[1750.5, 4920.0]"
MM_final_0361.tif,0,630.0,636.0,"[3328.0, 2364.0]"
MM_final_0361.tif,1,564.0,647.0,"[292.0, 2328.5]"
MM_final_0361.tif,2,644.0,486.0,"[1751.0, 4915.0]"
MM_final_0362.tif,0,629.0,635.0,"[3326.5, 2363.5]"
MM_final_0362.tif,1,564.0,647.0,"[292.0, 2328.5]"
MM_final_0362.tif,2,644.0,486.0,"[1752.0, 4916.0]"
MM_final_0363.tif,1,565.0,648.0,"[292.5, 2329.0]"
MM_final_0363.tif,0,628.0,634.0,"[3326.0, 2363.0]"
MM_final_0363.tif,2,645.0,486.0,"[1752.5, 4916.0]"
MM_final_0364.tif,0,629.0,633.0,"[3326.5, 2362.5]"
MM_final_0364.tif,1,564.0,649.0,"[292.0, 2328.5]"
MM_final_0364.tif,2,645.0,486.0,"[1752.5, 4916.0]"
MM_final_0365.tif,0,629.0,631.0,"[3326.5, 2362.5]"
MM_final_0365.tif,1,567.0,655.0,"[293.5, 2326.5]"
MM_final_0365.tif,2,645.0,486.0,"[1752.5, 4916.0]"
MM_final_0366.tif,0,629.0,632.0,"[3326.5, 2363.0]"
MM_final_0366.tif,1,566.0,655.0,"[293.0, 2325.5]"
MM_final_0366.tif,2,646.0,486.0,"[1752.0, 4916.0]"
MM_final_0367.tif,1,566.0,655.0,"[293.0, 2325.5]"
MM_final_0367.tif,0,629.0,630.0,"[3326.5, 2364.0]"
MM_final_0367.tif,2,647.0,497.0,"[1751.5, 4920.5]"
MM_final_0368.tif,0,627.0,628.0,"[3326.5, 2364.0]"
MM_final_0368.tif,1,577.0,659.0,"[288.5, 2326.5]"
MM_final_0368.tif,2,645.0,497.0,"[1750.5, 4920.5]"
MM_final_0369.tif,0,629.0,630.0,"[3327.5, 2365.0]"
MM_final_0369.tif,1,577.0,659.0,"[288.5, 2326.5]"
MM_final_0369.tif,2,643.0,497.0,"[1749.5, 4920.5]"
MM_final_0370.tif,1,562.0,652.0,"[291.0, 2327.0]"
MM_final_0370.tif,0,632.0,632.0,"[3329.0, 2365.0]"
MM_final_0370.tif,2,641.0,497.0,"[1749.5, 4920.5]"
MM_final_0371.tif,1,562.0,654.0,"[291.0, 2326.0]"
MM_final_0371.tif,0,630.0,632.0,"[3329.0, 2365.0]"
MM_final_0371.tif,2,642.0,497.0,"[1750.0, 4920.5]"
MM_final_0372.tif,1,563.0,655.0,"[291.5, 2326.5]"
MM_final_0372.tif,0,629.0,631.0,"[3329.5, 2364.5]"
MM_final_0372.tif,2,643.0,497.0,"[1750.5, 4920.5]"
MM_final_0373.tif,1,561.0,653.0,"[290.5, 2327.5]"
MM_final_0373.tif,0,628.0,629.0,"[3329.0, 2364.5]"
MM_final_0373.tif,2,641.0,494.0,"[1751.5, 4922.0]"
MM_final_0374.tif,1,560.0,649.0,"[290.0, 2328.5]"
MM_final_0374.tif,0,628.0,629.0,"[3329.0, 2363.5]"
MM_final_0374.tif,2,639.0,493.0,"[1752.5, 4922.5]"
MM_final_0375.tif,0,628.0,629.0,"[3328.0, 2362.5]"
MM_final_0375.tif,1,559.0,650.0,"[289.5, 2329.0]"
MM_final_0375.tif,2,638.0,492.0,"[1753.0, 4923.0]"
MM_final_0376.tif,0,630.0,628.0,"[3328.0, 2362.0]"
MM_final_0376.tif,1,559.0,653.0,"[289.5, 2328.5]"
MM_final_0376.tif,2,637.0,492.0,"[1752.5, 4923.0]"
MM_final_0377.tif,1,560.0,654.0,"[290.0, 2328.0]"
MM_final_0377.tif,0,631.0,627.0,"[3328.5, 2362.5]"
MM_final_0377.tif,2,636.0,492.0,"[1753.0, 4923.0]"
MM_final_0378.tif,1,560.0,653.0,"[290.0, 2328.5]"
MM_final_0378.tif,0,633.0,627.0,"[3330.5, 2362.5]"
MM_final_0378.tif,2,637.0,493.0,"[1752.5, 4922.5]"
MM_final_0379.tif,1,561.0,653.0,"[289.5, 2328.5]"
MM_final_0379.tif,0,634.0,628.0,"[3331.0, 2363.0]"
MM_final_0379.tif,2,638.0,494.0,"[1752.0, 4922.0]"
MM_final_0380.tif,0,636.0,629.0,"[3332.0, 2363.5]"
MM_final_0380.tif,1,570.0,652.0,"[285.0, 2328.0]"
MM_final_0380.tif,2,638.0,483.0,"[1751.0, 4916.5]"
MM_final_0381.tif,0,634.0,629.0,"[3332.0, 2363.5]"
MM_final_0381.tif,1,571.0,653.0,"[285.5, 2327.5]"
MM_final_0381.tif,2,637.0,483.0,"[1750.5, 4916.5]"
MM_final_0382.tif,0,634.0,629.0,"[3332.0, 2363.5]"
MM_final_0382.tif,1,561.0,650.0,"[290.5, 2328.0]"
MM_final_0382.tif,2,638.0,483.0,"[1750.0, 4916.5]"
MM_final_0383.tif,1,561.0,650.0,"[290.5, 2328.0]"
MM_final_0383.tif,0,635.0,629.0,"[3332.5, 2364.5]"
MM_final_0383.tif,2,639.0,484.0,"[1750.5, 4916.0]"
MM_final_0384.tif,1,562.0,654.0,"[291.0, 2327.0]"
MM_final_0384.tif,0,630.0,624.0,"[3331.0, 2365.0]"
MM_final_0384.tif,2,641.0,495.0,"[1752.5, 4921.5]"
MM_final_0385.tif,0,631.0,627.0,"[3330.5, 2364.5]"
MM_final_0385.tif,1,563.0,653.0,"[291.5, 2327.5]"
MM_final_0385.tif,2,643.0,494.0,"[1752.5, 4922.0]"
MM_final_0386.tif,0,635.0,626.0,"[3329.5, 2364.0]"
MM_final_0386.tif,1,563.0,652.0,"[290.5, 2328.0]"
MM_final_0386.tif,2,643.0,494.0,"[1752.5, 4922.0]"
MM_final_0387.tif,0,635.0,627.0,"[3329.5, 2364.5]"
MM_final_0387.tif,1,562.0,649.0,"[291.0, 2328.5]"
MM_final_0387.tif,2,644.0,494.0,"[1753.0, 4922.0]"
MM_final_0388.tif,0,638.0,626.0,"[3329.0, 2364.0]"
MM_final_0388.tif,1,562.0,648.0,"[292.0, 2328.0]"
MM_final_0388.tif,2,643.0,495.0,"[1752.5, 4921.5]"
MM_final_0389.tif,0,638.0,624.0,"[3328.0, 2363.0]"
MM_final_0389.tif,1,562.0,647.0,"[291.0, 2329.5]"
MM_final_0389.tif,2,643.0,485.0,"[1752.5, 4916.5]"
MM_final_0390.tif,1,563.0,650.0,"[291.5, 2329.0]"
MM_final_0390.tif,0,636.0,624.0,"[3327.0, 2363.0]"
MM_final_0390.tif,2,644.0,484.0,"[1752.0, 4916.0]"
MM_final_0391.tif,1,562.0,650.0,"[291.0, 2329.0]"
MM_final_0391.tif,0,635.0,622.0,"[3327.5, 2363.0]"
MM_final_0391.tif,2,645.0,485.0,"[1751.5, 4915.5]"
MM_final_0392.tif,0,637.0,622.0,"[3327.5, 2363.0]"
MM_final_0392.tif,1,562.0,649.0,"[291.0, 2328.5]"
MM_final_0392.tif,2,644.0,485.0,"[1751.0, 4915.5]"
MM_final_0393.tif,1,561.0,646.0,"[290.5, 2328.0]"
MM_final_0393.tif,0,633.0,621.0,"[3327.5, 2362.5]"
MM_final_0393.tif,2,641.0,485.0,"[1749.5, 4915.5]"
MM_final_0394.tif,1,560.0,643.0,"[290.0, 2327.5]"
MM_final_0394.tif,0,633.0,619.0,"[3328.5, 2362.5]"
MM_final_0394.tif,2,642.0,486.0,"[1749.0, 4916.0]"
MM_final_0394.tif,0,731.0,796.0,"[3377.5, 2275.0]"
MM_final_0395.tif,1,559.0,641.0,"[289.5, 2327.5]"
MM_final_0395.tif,0,634.0,620.0,"[3330.0, 2364.0]"
MM_final_0395.tif,2,641.0,496.0,"[1749.5, 4921.0]"
MM_final_0396.tif,1,562.0,645.0,"[291.0, 2326.5]"
MM_final_0396.tif,0,635.0,620.0,"[3330.5, 2364.0]"
MM_final_0396.tif,2,640.0,496.0,"[1751.0, 4921.0]"
MM_final_0397.tif,0,634.0,621.0,"[3330.0, 2363.5]"
MM_final_0397.tif,1,561.0,645.0,"[290.5, 2326.5]"
MM_final_0397.tif,2,640.0,494.0,"[1752.0, 4922.0]"
MM_final_0398.tif,0,634.0,621.0,"[3329.0, 2362.5]"
MM_final_0398.tif,1,561.0,644.0,"[290.5, 2327.0]"
MM_final_0398.tif,2,640.0,493.0,"[1752.0, 4922.5]"
MM_final_0399.tif,0,634.0,620.0,"[3329.0, 2362.0]"
MM_final_0399.tif,1,560.0,641.0,"[290.0, 2328.5]"
MM_final_0399.tif,2,640.0,493.0,"[1752.0, 4922.5]"
MM_final_0400.tif,0,634.0,617.0,"[3328.0, 2361.5]"
MM_final_0400.tif,1,560.0,643.0,"[290.0, 2328.5]"
MM_final_0400.tif,2,640.0,493.0,"[1752.0, 4922.5]"
MM_final_0401.tif,0,633.0,616.0,"[3327.5, 2361.0]"
MM_final_0401.tif,1,560.0,638.0,"[289.0, 2329.0]"
MM_final_0401.tif,2,640.0,492.0,"[1752.0, 4923.0]"
MM_final_0402.tif,0,634.0,618.0,"[3327.0, 2361.0]"
MM_final_0402.tif,1,560.0,640.0,"[290.0, 2328.0]"
MM_final_0402.tif,2,640.0,492.0,"[1752.0, 4923.0]"
MM_final_0403.tif,1,560.0,642.0,"[290.0, 2327.0]"
MM_final_0403.tif,0,632.0,619.0,"[3327.0, 2361.5]"
MM_final_0403.tif,2,641.0,483.0,"[1752.5, 4917.5]"
MM_final_0404.tif,0,629.0,619.0,"[3326.5, 2361.5]"
MM_final_0404.tif,1,557.0,638.0,"[288.5, 2328.0]"
MM_final_0404.tif,2,640.0,482.0,"[1752.0, 4917.0]"
MM_final_0405.tif,0,628.0,618.0,"[3327.0, 2362.0]"
MM_final_0405.tif,1,559.0,640.0,"[289.5, 2327.0]"
MM_final_0405.tif,2,642.0,483.0,"[1751.0, 4917.5]"
MM_final_0406.tif,0,629.0,619.0,"[3328.5, 2362.5]"
MM_final_0406.tif,1,557.0,640.0,"[288.5, 2327.0]"
MM_final_0406.tif,2,642.0,494.0,"[1750.0, 4922.0]"
MM_final_0407.tif,0,627.0,616.0,"[3329.5, 2363.0]"
MM_final_0407.tif,1,555.0,639.0,"[287.5, 2326.5]"
MM_final_0407.tif,2,641.0,494.0,"[1750.5, 4922.0]"
MM_final_0408.tif,1,557.0,641.0,"[288.5, 2326.5]"
MM_final_0408.tif,0,625.0,618.0,"[3330.5, 2364.0]"
MM_final_0408.tif,2,639.0,494.0,"[1752.5, 4922.0]"
MM_final_0409.tif,1,557.0,640.0,"[288.5, 2327.0]"
MM_final_0409.tif,0,625.0,619.0,"[3331.5, 2363.5]"
MM_final_0409.tif,2,638.0,493.0,"[1753.0, 4922.5]"
MM_final_0410.tif,0,627.0,619.0,"[3331.5, 2363.5]"
MM_final_0410.tif,1,557.0,637.0,"[287.5, 2328.5]"
MM_final_0410.tif,2,641.0,492.0,"[1752.5, 4923.0]"
MM_final_0411.tif,1,567.0,637.0,"[283.5, 2329.5]"
MM_final_0411.tif,0,623.0,617.0,"[3331.5, 2362.5]"
MM_final_0411.tif,2,641.0,492.0,"[1753.5, 4923.0]"
MM_final_0412.tif,0,620.0,617.0,"[3330.0, 2362.5]"
MM_final_0412.tif,1,554.0,631.0,"[287.0, 2330.5]"
MM_final_0412.tif,2,641.0,493.0,"[1753.5, 4922.5]"
MM_final_0413.tif,0,619.0,617.0,"[3329.5, 2361.5]"
MM_final_0413.tif,1,557.0,637.0,"[287.5, 2329.5]"
MM_final_0413.tif,2,641.0,493.0,"[1753.5, 4922.5]"
MM_final_0414.tif,1,553.0,632.0,"[286.5, 2330.0]"
MM_final_0414.tif,0,621.0,617.0,"[3328.5, 2361.5]"
MM_final_0414.tif,2,641.0,493.0,"[1753.5, 4922.5]"
MM_final_0415.tif,0,619.0,618.0,"[3329.5, 2361.0]"
MM_final_0415.tif,1,555.0,634.0,"[286.5, 2329.0]"
MM_final_0415.tif,2,642.0,493.0,"[1754.0, 4922.5]"
MM_final_0416.tif,0,618.0,617.0,"[3330.0, 2361.5]"
MM_final_0416.tif,1,555.0,637.0,"[287.5, 2328.5]"
MM_final_0416.tif,2,644.0,483.0,"[1755.0, 4917.5]"
MM_final_0417.tif,0,620.0,617.0,"[3330.0, 2362.5]"
MM_final_0417.tif,1,553.0,632.0,"[286.5, 2329.0]"
MM_final_0417.tif,2,645.0,493.0,"[1754.5, 4922.5]"
MM_final_0418.tif,0,622.0,618.0,"[3331.0, 2362.0]"
MM_final_0418.tif,1,553.0,632.0,"[286.5, 2329.0]"
MM_final_0418.tif,2,644.0,492.0,"[1754.0, 4923.0]"
MM_final_0419.tif,0,624.0,618.0,"[3332.0, 2362.0]"
MM_final_0419.tif,1,555.0,637.0,"[287.5, 2328.5]"
MM_final_0419.tif,2,643.0,491.0,"[1754.5, 4923.5]"
MM_final_0420.tif,0,624.0,616.0,"[3332.0, 2362.0]"
MM_final_0420.tif,1,553.0,633.0,"[286.5, 2329.5]"
MM_final_0420.tif,2,641.0,489.0,"[1756.5, 4924.5]"
MM_final_0421.tif,0,624.0,616.0,"[3333.0, 2363.0]"
MM_final_0421.tif,1,553.0,633.0,"[286.5, 2329.5]"
MM_final_0421.tif,2,641.0,488.0,"[1757.5, 4925.0]"
MM_final_0422.tif,0,624.0,617.0,"[3333.0, 2362.5]"
MM_final_0422.tif,1,554.0,636.0,"[287.0, 2329.0]"
MM_final_0422.tif,2,641.0,488.0,"[1757.5, 4925.0]"
MM_final_0423.tif,0,622.0,616.0,"[3332.0, 2363.0]"
MM_final_0423.tif,1,553.0,634.0,"[286.5, 2330.0]"
MM_final_0423.tif,2,640.0,488.0,"[1757.0, 4925.0]"
MM_final_0424.tif,1,556.0,640.0,"[288.0, 2330.0]"
MM_final_0424.tif,0,621.0,614.0,"[3331.5, 2361.0]"
MM_final_0424.tif,2,640.0,489.0,"[1757.0, 4924.5]"
MM_final_0425.tif,1,556.0,641.0,"[288.0, 2329.5]"
MM_final_0425.tif,0,621.0,613.0,"[3330.5, 2360.5]"
MM_final_0425.tif,2,641.0,490.0,"[1757.5, 4924.0]"
MM_final_0425.tif,0,720.0,803.0,"[3379.0, 2272.5]"
MM_final_0426.tif,1,556.0,640.0,"[288.0, 2329.0]"
MM_final_0426.tif,0,621.0,612.0,"[3330.5, 2361.0]"
MM_final_0426.tif,2,643.0,481.0,"[1757.5, 4918.5]"
MM_final_0427.tif,0,619.0,613.0,"[3330.5, 2361.5]"
MM_final_0427.tif,1,556.0,639.0,"[288.0, 2328.5]"
MM_final_0427.tif,2,644.0,480.0,"[1758.0, 4918.0]"
MM_final_0428.tif,0,619.0,614.0,"[3330.5, 2361.0]"
MM_final_0428.tif,1,555.0,638.0,"[287.5, 2328.0]"
MM_final_0428.tif,2,645.0,480.0,"[1758.5, 4918.0]"
MM_final_0429.tif,1,555.0,639.0,"[288.5, 2327.5]"
MM_final_0429.tif,0,618.0,615.0,"[3331.0, 2360.5]"
MM_final_0429.tif,2,644.0,480.0,"[1758.0, 4918.0]"
MM_final_0430.tif,0,621.0,616.0,"[3331.5, 2360.0]"
MM_final_0430.tif,1,555.0,638.0,"[287.5, 2327.0]"
MM_final_0430.tif,2,645.0,480.0,"[1757.5, 4919.0]"
MM_final_0431.tif,0,621.0,616.0,"[3332.5, 2361.0]"
MM_final_0431.tif,1,555.0,637.0,"[287.5, 2326.5]"
MM_final_0431.tif,2,646.0,489.0,"[1756.0, 4924.5]"
MM_final_0432.tif,1,566.0,638.0,"[283.0, 2328.0]"
MM_final_0432.tif,0,622.0,616.0,"[3333.0, 2362.0]"
MM_final_0432.tif,2,645.0,489.0,"[1756.5, 4924.5]"
MM_final_0433.tif,1,562.0,630.0,"[281.0, 2327.0]"
MM_final_0433.tif,0,620.0,616.0,"[3334.0, 2362.0]"
MM_final_0433.tif,2,642.0,488.0,"[1757.0, 4925.0]"
