Height,height_Predicted
0.004,2.8685761598020316
0.008,2.8676301943172007
0.012,2.8666842288323697
0.016,2.865738263347539
0.02,2.864792297862708
0.024,2.863846332377877
0.028,2.8629003668930455
0.032,2.8619544014082146
0.036000000000000004,2.8610084359233836
0.04000000000000001,2.8600624704385527
0.044,2.8591165049537217
0.048,2.8581705394688908
0.052000000000000005,2.85722457398406
0.05600000000000001,2.856278608499229
0.06,2.855332643014398
0.064,2.854386677529567
0.068,2.853440712044736
0.07200000000000001,2.852494746559905
0.07600000000000001,2.851548781075074
0.08,2.8506028155902428
0.084,2.849656850105412
0.08800000000000001,2.848710884620581
0.092,2.84776491913575
0.096,2.846818953650919
0.1,2.845872988166088
0.10400000000000001,2.844927022681257
0.10800000000000001,2.843981057196426
0.112,2.843035091711595
0.116,2.8420891262267642
0.12000000000000001,2.8411431607419333
0.124,2.8401971952571023
0.128,2.8392512297722714
0.132,2.83830526428744
0.136,2.837359298802609
0.14,2.836413333317778
0.14400000000000002,2.835467367832947
0.14800000000000002,2.8345214023481162
0.152,2.8335754368632853
0.156,2.8326294713784543
0.16,2.8316835058936234
0.164,2.8307375404087924
0.168,2.8297915749239615
0.17200000000000001,2.8288456094391305
0.17600000000000002,2.8278996439542996
0.18,2.8269536784694687
0.184,2.8260077129846373
0.188,2.8250617474998063
0.192,2.8241157820149754
0.196,2.8231698165301444
0.2,2.8222238510453135
0.20400000000000001,2.8212778855604825
0.20800000000000002,2.8203319200756516
0.21200000000000002,2.8193859545908206
0.216,2.8184399891059897
0.22,2.8174940236211587
0.224,2.816548058136328
0.228,2.815602092651497
0.232,2.8146561271666655
0.23600000000000002,2.8137101616818345
0.24000000000000002,2.8127641961970036
0.244,2.8118182307121726
0.248,2.8108722652273417
0.252,2.8099262997425107
0.256,2.80898033425768
0.26,2.808034368772849
0.264,2.807088403288018
0.268,2.806142437803187
0.272,2.805196472318356
0.276,2.804250506833525
0.28,2.803304541348694
0.28400000000000003,2.8023585758638627
0.28800000000000003,2.8014126103790318
0.29200000000000004,2.800466644894201
0.296,2.79952067940937
0.3,2.798574713924539
0.304,2.797628748439708
0.308,2.796682782954877
0.312,2.795736817470046
0.316,2.794790851985215
0.32,2.793844886500384
0.324,2.7928989210155533
0.328,2.7919529555307223
0.332,2.7910069900458914
0.336,2.79006102456106
0.34,2.789115059076229
0.34400000000000003,2.788169093591398
0.34800000000000003,2.787223128106567
0.35200000000000004,2.786277162621736
0.356,2.7853311971369052
0.36,2.7843852316520743
0.364,2.7834392661672434
0.368,2.7824933006824124
0.372,2.7815473351975815
0.376,2.7806013697127505
0.38,2.7796554042279196
0.384,2.7787094387430886
0.388,2.7777634732582572
0.392,2.7768175077734263
0.396,2.7758715422885953
0.4,2.7749255768037644
0.404,2.7739796113189334
0.40800000000000003,2.7730336458341025
0.41200000000000003,2.7720876803492716
0.41600000000000004,2.7711417148644406
0.42000000000000004,2.7701957493796097
0.424,2.7692497838947787
0.428,2.7683038184099478
0.432,2.767357852925117
0.436,2.766411887440286
0.44,2.7654659219554545
0.444,2.7645199564706235
0.448,2.7635739909857926
0.452,2.7626280255009616
0.456,2.7616820600161307
0.46,2.7607360945312998
0.464,2.759790129046469
0.468,2.758844163561638
0.47200000000000003,2.757898198076807
0.47600000000000003,2.756952232591976
0.48000000000000004,2.756006267107145
0.484,2.755060301622314
0.488,2.754114336137483
0.492,2.7531683706526517
0.496,2.752222405167821
0.5,2.75127643968299
0.504,2.750330474198159
0.508,2.749384508713328
0.512,2.748438543228497
0.516,2.747492577743666
0.52,2.746546612258835
0.524,2.745600646774004
0.528,2.7446546812891732
0.532,2.7437087158043423
0.536,2.7427627503195113
0.54,2.74181678483468
0.544,2.740870819349849
0.548,2.739924853865018
0.552,2.738978888380187
0.556,2.738032922895356
0.56,2.737086957410525
0.5640000000000001,2.7361409919256943
0.5680000000000001,2.7351950264408633
0.5720000000000001,2.7342490609560324
0.5760000000000001,2.7333030954712014
0.5800000000000001,2.7323571299863705
0.584,2.7314111645015395
0.588,2.7304651990167086
0.592,2.729519233531877
0.596,2.7285732680470463
0.6,2.7276273025622153
0.604,2.7266813370773844
0.608,2.7257353715925534
0.612,2.7247894061077225
0.616,2.7238434406228915
0.62,2.7228974751380606
0.624,2.7219515096532296
0.628,2.7210055441683987
0.632,2.7200595786835677
0.636,2.719113613198737
0.64,2.718167647713906
0.644,2.7172216822290745
0.648,2.7162757167442435
0.652,2.7153297512594126
0.656,2.7143837857745816
0.66,2.7134378202897507
0.664,2.7124918548049197
0.668,2.7115458893200888
0.672,2.710599923835258
0.676,2.709653958350427
0.68,2.708707992865596
0.684,2.707762027380765
0.6880000000000001,2.706816061895934
0.6920000000000001,2.705870096411103
0.6960000000000001,2.7049241309262717
0.7000000000000001,2.7039781654414408
0.7040000000000001,2.70303219995661
0.708,2.702086234471779
0.712,2.701140268986948
0.716,2.700194303502117
0.72,2.699248338017286
0.724,2.698302372532455
0.728,2.697356407047624
0.732,2.696410441562793
0.736,2.6954644760779622
0.74,2.6945185105931313
0.744,2.6935725451083004
0.748,2.692626579623469
0.752,2.691680614138638
0.756,2.690734648653807
0.76,2.689788683168976
0.764,2.688842717684145
0.768,2.6878967521993142
0.772,2.6869507867144833
0.776,2.6860048212296523
0.78,2.6850588557448214
0.784,2.6841128902599904
0.788,2.6831669247751595
0.792,2.6822209592903286
0.796,2.6812749938054976
0.8,2.680329028320666
0.804,2.6793830628358353
0.808,2.6784370973510043
0.812,2.6774911318661734
0.8160000000000001,2.6765451663813424
0.8200000000000001,2.6755992008965115
0.8240000000000001,2.6746532354116805
0.8280000000000001,2.6737072699268496
0.8320000000000001,2.6727613044420186
0.8360000000000001,2.6718153389571877
0.84,2.6708693734723568
0.844,2.669923407987526
0.848,2.668977442502695
0.852,2.6680314770178635
0.856,2.6670855115330325
0.86,2.6661395460482016
0.864,2.6651935805633706
0.868,2.6642476150785397
0.872,2.6633016495937087
0.876,2.662355684108878
0.88,2.661409718624047
0.884,2.660463753139216
0.888,2.659517787654385
0.892,2.658571822169554
0.896,2.657625856684723
0.9,2.656679891199892
0.904,2.6557339257150607
0.908,2.65478796023023
0.912,2.653841994745399
0.916,2.652896029260568
0.92,2.651950063775737
0.924,2.651004098290906
0.928,2.650058132806075
0.932,2.649112167321244
0.936,2.648166201836413
0.9400000000000001,2.647220236351582
0.9440000000000001,2.6462742708667513
0.9480000000000001,2.6453283053819203
0.9520000000000001,2.644382339897089
0.9560000000000001,2.643436374412258
0.9600000000000001,2.642490408927427
0.964,2.641544443442596
0.968,2.640598477957765
0.972,2.639652512472934
0.976,2.6387065469881033
0.98,2.6377605815032723
0.984,2.6368146160184414
0.988,2.6358686505336104
0.992,2.6349226850487795
0.996,2.6339767195639485
1.0,2.6330307540791176
1.004,2.6320847885942866
1.008,2.6311388231094552
1.012,2.6301928576246243
1.016,2.6292468921397933
1.02,2.6283009266549624
1.024,2.6273549611701315
1.028,2.6264089956853005
1.032,2.6254630302004696
1.036,2.6245170647156386
1.04,2.6235710992308077
1.044,2.6226251337459767
1.048,2.6216791682611458
1.052,2.6207332027763144
1.056,2.6197872372914834
1.06,2.6188412718066525
1.064,2.6178953063218215
1.068,2.6169493408369906
1.072,2.6160033753521597
1.076,2.6150574098673287
1.08,2.6141114443824978
1.084,2.613165478897667
1.088,2.612219513412836
1.092,2.611273547928005
1.096,2.610327582443174
1.1,2.609381616958343
1.104,2.6084356514735116
1.108,2.6074896859886807
1.112,2.6065437205038497
1.116,2.605597755019019
1.12,2.604651789534188
1.124,2.603705824049357
1.1280000000000001,2.602759858564526
1.1320000000000001,2.601813893079695
1.1360000000000001,2.600867927594864
1.1400000000000001,2.599921962110033
1.1440000000000001,2.598975996625202
1.1480000000000001,2.5980300311403712
1.1520000000000001,2.5970840656555403
1.1560000000000001,2.596138100170709
1.16,2.5951921346858784
1.164,2.594246169201047
1.168,2.593300203716216
1.172,2.592354238231385
1.176,2.591408272746554
1.18,2.590462307261723
1.184,2.5895163417768923
1.188,2.5885703762920613
1.192,2.5876244108072304
1.196,2.5866784453223994
1.2,2.5857324798375685
1.204,2.5847865143527375
1.208,2.583840548867906
1.212,2.5828945833830756
1.216,2.5819486178982443
1.22,2.5810026524134133
1.224,2.5800566869285824
1.228,2.5791107214437514
1.232,2.5781647559589205
1.236,2.5772187904740895
1.24,2.5762728249892586
1.244,2.5753268595044276
1.248,2.5743808940195967
1.252,2.5734349285347657
1.256,2.572488963049935
1.26,2.5715429975651034
1.264,2.5705970320802725
1.268,2.5696510665954415
1.272,2.5687051011106106
1.276,2.5677591356257796
1.28,2.5668131701409487
1.284,2.5658672046561177
1.288,2.564921239171287
1.292,2.563975273686456
1.296,2.563029308201625
1.3,2.562083342716794
1.304,2.561137377231963
1.308,2.560191411747132
1.312,2.5592454462623007
1.316,2.5582994807774697
1.32,2.5573535152926388
1.324,2.556407549807808
1.328,2.555461584322977
1.332,2.554515618838146
1.336,2.553569653353315
1.34,2.552623687868484
1.344,2.551677722383653
1.348,2.550731756898822
1.352,2.549785791413991
1.356,2.5488398259291603
1.36,2.5478938604443293
1.364,2.546947894959498
1.368,2.546001929474667
1.372,2.545055963989836
1.3760000000000001,2.544109998505005
1.3800000000000001,2.543164033020174
1.3840000000000001,2.542218067535343
1.3880000000000001,2.5412721020505122
1.3920000000000001,2.5403261365656813
1.3960000000000001,2.5393801710808503
1.4000000000000001,2.5384342055960194
1.4040000000000001,2.5374882401111885
1.4080000000000001,2.536542274626357
1.412,2.5355963091415266
1.416,2.534650343656695
1.42,2.5337043781718642
1.424,2.5327584126870333
1.428,2.5318124472022023
1.432,2.5308664817173714
1.436,2.5299205162325404
1.44,2.5289745507477095
1.444,2.5280285852628785
1.448,2.5270826197780476
1.452,2.5261366542932167
1.456,2.5251906888083857
1.46,2.5242447233235548
1.464,2.523298757838724
1.468,2.5223527923538924
1.472,2.5214068268690615
1.476,2.5204608613842305
1.48,2.5195148958993996
1.484,2.5185689304145686
1.488,2.5176229649297377
1.492,2.5166769994449067
1.496,2.515731033960076
1.5,2.514785068475245
1.504,2.513839102990414
1.508,2.512893137505583
1.512,2.511947172020752
1.516,2.511001206535921
1.52,2.5100552410510897
1.524,2.5091092755662587
1.528,2.508163310081428
1.532,2.507217344596597
1.536,2.506271379111766
1.54,2.505325413626935
1.544,2.504379448142104
1.548,2.503433482657273
1.552,2.502487517172442
1.556,2.501541551687611
1.56,2.50059558620278
1.564,2.4996496207179493
1.568,2.4987036552331183
1.572,2.497757689748287
1.576,2.496811724263456
1.58,2.495865758778625
1.584,2.494919793293794
1.588,2.493973827808963
1.592,2.493027862324132
1.596,2.4920818968393013
1.6,2.4911359313544703
1.604,2.4901899658696394
1.608,2.4892440003848084
1.612,2.4882980348999775
1.616,2.487352069415146
1.62,2.4864061039303156
1.624,2.485460138445484
1.6280000000000001,2.4845141729606532
1.6320000000000001,2.4835682074758223
1.6360000000000001,2.4826222419909914
1.6400000000000001,2.4816762765061604
1.6440000000000001,2.4807303110213295
1.6480000000000001,2.4797843455364985
1.6520000000000001,2.4788383800516676
1.6560000000000001,2.4778924145668366
1.6600000000000001,2.4769464490820057
1.6640000000000001,2.4760004835971747
1.6680000000000001,2.4750545181123433
1.672,2.474108552627513
1.676,2.4731625871426814
1.68,2.4722166216578505
1.684,2.4712706561730196
