Height,width_Predicted
0.004,2.496932569162295
0.008,2.4963215283757525
0.012,2.4957104875892107
0.016,2.4950994468026684
0.02,2.4944884060161265
0.024,2.4938773652295843
0.028,2.4932663244430424
0.032,2.4926552836565
0.036000000000000004,2.4920442428699583
0.04000000000000001,2.4914332020834165
0.044,2.490822161296874
0.048,2.4902111205103323
0.052000000000000005,2.48960007972379
0.05600000000000001,2.488989038937248
0.06,2.488377998150706
0.064,2.487766957364164
0.068,2.487155916577622
0.07200000000000001,2.48654487579108
0.07600000000000001,2.4859338350045377
0.08,2.485322794217996
0.084,2.484711753431454
0.08800000000000001,2.4841007126449117
0.092,2.48348967185837
0.096,2.4828786310718276
0.1,2.4822675902852858
0.10400000000000001,2.4816565494987435
0.10800000000000001,2.4810455087122016
0.112,2.4804344679256594
0.116,2.4798234271391175
0.12000000000000001,2.4792123863525757
0.124,2.4786013455660334
0.128,2.4779903047794916
0.132,2.4773792639929493
0.136,2.4767682232064074
0.14,2.476157182419865
0.14400000000000002,2.4755461416333233
0.14800000000000002,2.474935100846781
0.152,2.474324060060239
0.156,2.4737130192736974
0.16,2.473101978487155
0.164,2.4724909377006132
0.168,2.471879896914071
0.17200000000000001,2.471268856127529
0.17600000000000002,2.470657815340987
0.18,2.470046774554445
0.184,2.4694357337679027
0.188,2.468824692981361
0.192,2.468213652194819
0.196,2.4676026114082767
0.2,2.466991570621735
0.20400000000000001,2.4663805298351926
0.20800000000000002,2.465769489048651
0.21200000000000002,2.4651584482621085
0.216,2.4645474074755667
0.22,2.4639363666890244
0.224,2.4633253259024825
0.228,2.4627142851159407
0.232,2.4621032443293984
0.23600000000000002,2.4614922035428566
0.24000000000000002,2.4608811627563143
0.244,2.4602701219697725
0.248,2.45965908118323
0.252,2.4590480403966883
0.256,2.458436999610146
0.26,2.457825958823604
0.264,2.457214918037062
0.268,2.45660387725052
0.272,2.4559928364639783
0.276,2.455381795677436
0.28,2.454770754890894
0.28400000000000003,2.454159714104352
0.28800000000000003,2.45354867331781
0.29200000000000004,2.4529376325312677
0.296,2.452326591744726
0.3,2.4517155509581836
0.304,2.4511045101716418
0.308,2.4504934693851
0.312,2.4498824285985576
0.316,2.449271387812016
0.32,2.4486603470254735
0.324,2.4480493062389317
0.328,2.4474382654523894
0.332,2.4468272246658476
0.336,2.4462161838793053
0.34,2.4456051430927634
0.34400000000000003,2.4449941023062216
0.34800000000000003,2.4443830615196793
0.35200000000000004,2.4437720207331375
0.356,2.443160979946595
0.36,2.4425499391600534
0.364,2.441938898373511
0.368,2.4413278575869692
0.372,2.440716816800427
0.376,2.440105776013885
0.38,2.4394947352273433
0.384,2.438883694440801
0.388,2.438272653654259
0.392,2.437661612867717
0.396,2.437050572081175
0.4,2.4364395312946328
0.404,2.435828490508091
0.40800000000000003,2.4352174497215486
0.41200000000000003,2.434606408935007
0.41600000000000004,2.4339953681484645
0.42000000000000004,2.4333843273619227
0.424,2.432773286575381
0.428,2.4321622457888386
0.432,2.4315512050022967
0.436,2.4309401642157544
0.44,2.4303291234292126
0.444,2.4297180826426703
0.448,2.4291070418561285
0.452,2.428496001069586
0.456,2.4278849602830443
0.46,2.4272739194965025
0.464,2.4266628787099602
0.468,2.4260518379234184
0.47200000000000003,2.425440797136876
0.47600000000000003,2.4248297563503343
0.48000000000000004,2.424218715563792
0.484,2.42360767477725
0.488,2.422996633990708
0.492,2.422385593204166
0.496,2.421774552417624
0.5,2.421163511631082
0.504,2.42055247084454
0.508,2.4199414300579978
0.512,2.419330389271456
0.516,2.4187193484849137
0.52,2.418108307698372
0.524,2.4174972669118295
0.528,2.4168862261252877
0.532,2.416275185338746
0.536,2.4156641445522036
0.54,2.4150531037656617
0.544,2.4144420629791195
0.548,2.4138310221925776
0.552,2.4132199814060353
0.556,2.4126089406194935
0.56,2.411997899832951
0.5640000000000001,2.4113868590464094
0.5680000000000001,2.410775818259867
0.5720000000000001,2.4101647774733252
0.5760000000000001,2.4095537366867834
0.5800000000000001,2.408942695900241
0.584,2.4083316551136993
0.588,2.407720614327157
