image_name,cluster_label,width
final_full_stack0548.tif,0,582.0
final_full_stack0548.tif,1,542.0
final_full_stack0548.tif,2,610.0
final_full_stack0549.tif,2,611.0
final_full_stack0549.tif,0,579.0
final_full_stack0549.tif,1,541.0
final_full_stack0550.tif,1,542.0
final_full_stack0550.tif,0,583.0
final_full_stack0550.tif,2,613.0
final_full_stack0551.tif,2,614.0
final_full_stack0551.tif,0,583.0
final_full_stack0551.tif,1,544.0
final_full_stack0552.tif,0,191.0
final_full_stack0552.tif,0,582.0
final_full_stack0552.tif,1,542.0
final_full_stack0552.tif,2,614.0
final_full_stack0553.tif,0,583.0
final_full_stack0553.tif,1,543.0
final_full_stack0553.tif,0,190.0
final_full_stack0553.tif,2,613.0
final_full_stack0554.tif,0,191.0
final_full_stack0554.tif,0,584.0
final_full_stack0554.tif,2,608.0
final_full_stack0554.tif,1,548.0
final_full_stack0555.tif,0,190.0
final_full_stack0555.tif,1,545.0
final_full_stack0555.tif,0,580.0
final_full_stack0555.tif,2,608.0
final_full_stack0556.tif,1,543.0
final_full_stack0556.tif,2,609.0
final_full_stack0556.tif,0,577.0
final_full_stack0557.tif,2,608.0
final_full_stack0557.tif,0,578.0
final_full_stack0557.tif,1,543.0
final_full_stack0558.tif,1,542.0
final_full_stack0558.tif,0,578.0
final_full_stack0558.tif,2,608.0
final_full_stack0559.tif,1,540.0
final_full_stack0559.tif,2,607.0
final_full_stack0559.tif,0,578.0
final_full_stack0560.tif,2,607.0
final_full_stack0560.tif,1,540.0
final_full_stack0560.tif,0,577.0
final_full_stack0561.tif,2,608.0
final_full_stack0561.tif,0,576.0
final_full_stack0561.tif,1,538.0
final_full_stack0562.tif,0,576.0
final_full_stack0562.tif,2,609.0
final_full_stack0562.tif,1,538.0
final_full_stack0563.tif,0,578.0
final_full_stack0563.tif,2,611.0
final_full_stack0563.tif,1,540.0
final_full_stack0564.tif,1,541.0
final_full_stack0564.tif,2,616.0
final_full_stack0564.tif,0,577.0
final_full_stack0565.tif,0,576.0
final_full_stack0565.tif,2,617.0
final_full_stack0565.tif,1,541.0
final_full_stack0566.tif,2,614.0
final_full_stack0566.tif,0,577.0
final_full_stack0566.tif,1,549.0
final_full_stack0567.tif,1,547.0
final_full_stack0567.tif,2,614.0
final_full_stack0567.tif,0,576.0
final_full_stack0568.tif,0,578.0
final_full_stack0568.tif,1,551.0
final_full_stack0568.tif,2,612.0
final_full_stack0569.tif,2,611.0
final_full_stack0569.tif,1,550.0
final_full_stack0569.tif,0,578.0
final_full_stack0570.tif,2,611.0
final_full_stack0570.tif,1,550.0
final_full_stack0570.tif,0,576.0
final_full_stack0571.tif,0,577.0
final_full_stack0571.tif,2,610.0
final_full_stack0571.tif,1,550.0
final_full_stack0572.tif,0,580.0
final_full_stack0572.tif,1,546.0
final_full_stack0572.tif,2,611.0
final_full_stack0573.tif,2,615.0
final_full_stack0573.tif,1,542.0
final_full_stack0573.tif,0,581.0
final_full_stack0574.tif,2,619.0
final_full_stack0574.tif,0,583.0
final_full_stack0574.tif,1,546.0
final_full_stack0575.tif,0,583.0
final_full_stack0575.tif,2,620.0
final_full_stack0575.tif,1,546.0
final_full_stack0576.tif,1,554.0
final_full_stack0576.tif,2,620.0
final_full_stack0576.tif,0,583.0
final_full_stack0577.tif,0,583.0
final_full_stack0577.tif,2,622.0
final_full_stack0577.tif,1,553.0
final_full_stack0578.tif,0,584.0
final_full_stack0578.tif,1,543.0
final_full_stack0578.tif,2,621.0
final_full_stack0579.tif,0,581.0
final_full_stack0579.tif,1,545.0
final_full_stack0579.tif,2,616.0
final_full_stack0580.tif,2,616.0
final_full_stack0580.tif,0,581.0
final_full_stack0580.tif,1,544.0
final_full_stack0581.tif,0,579.0
final_full_stack0581.tif,1,543.0
final_full_stack0581.tif,2,617.0
final_full_stack0582.tif,2,615.0
final_full_stack0582.tif,0,582.0
final_full_stack0582.tif,1,541.0
final_full_stack0583.tif,2,366.0
final_full_stack0583.tif,2,617.0
final_full_stack0583.tif,1,540.0
final_full_stack0583.tif,0,586.0
final_full_stack0584.tif,2,617.0
final_full_stack0584.tif,0,587.0
final_full_stack0584.tif,1,541.0
final_full_stack0585.tif,1,541.0
final_full_stack0585.tif,0,588.0
final_full_stack0585.tif,2,619.0
final_full_stack0586.tif,0,586.0
final_full_stack0586.tif,1,542.0
final_full_stack0586.tif,2,619.0
final_full_stack0587.tif,2,622.0
final_full_stack0587.tif,1,540.0
final_full_stack0587.tif,0,588.0
final_full_stack0588.tif,1,541.0
final_full_stack0588.tif,0,586.0
final_full_stack0588.tif,2,624.0
final_full_stack0589.tif,0,589.0
final_full_stack0589.tif,1,540.0
final_full_stack0589.tif,2,620.0
final_full_stack0590.tif,0,585.0
final_full_stack0590.tif,1,538.0
final_full_stack0590.tif,2,608.0
final_full_stack0591.tif,2,600.0
final_full_stack0591.tif,1,538.0
final_full_stack0591.tif,0,583.0
final_full_stack0592.tif,2,597.0
final_full_stack0592.tif,0,585.0
final_full_stack0592.tif,1,539.0
final_full_stack0593.tif,2,597.0
final_full_stack0593.tif,1,539.0
final_full_stack0593.tif,0,584.0
final_full_stack0594.tif,1,542.0
final_full_stack0594.tif,2,600.0
final_full_stack0594.tif,0,583.0
final_full_stack0595.tif,0,580.0
final_full_stack0595.tif,2,598.0
final_full_stack0595.tif,1,542.0
final_full_stack0596.tif,1,540.0
final_full_stack0596.tif,2,597.0
final_full_stack0596.tif,0,580.0
final_full_stack0597.tif,0,581.0
final_full_stack0597.tif,1,539.0
final_full_stack0597.tif,2,596.0
final_full_stack0598.tif,2,597.0
final_full_stack0598.tif,0,581.0
final_full_stack0598.tif,1,540.0
final_full_stack0599.tif,0,582.0
final_full_stack0599.tif,2,596.0
final_full_stack0599.tif,1,539.0
final_full_stack0600.tif,2,596.0
final_full_stack0600.tif,1,538.0
final_full_stack0600.tif,0,579.0
final_full_stack0601.tif,2,595.0
final_full_stack0601.tif,0,580.0
final_full_stack0601.tif,1,537.0
final_full_stack0602.tif,1,536.0
final_full_stack0602.tif,2,593.0
final_full_stack0602.tif,0,578.0
final_full_stack0603.tif,2,590.0
final_full_stack0603.tif,0,578.0
final_full_stack0603.tif,1,536.0
final_full_stack0604.tif,0,577.0
final_full_stack0604.tif,1,540.0
final_full_stack0604.tif,2,592.0
final_full_stack0605.tif,2,593.0
final_full_stack0605.tif,1,537.0
final_full_stack0605.tif,0,578.0
final_full_stack0606.tif,2,592.0
final_full_stack0606.tif,1,537.0
final_full_stack0606.tif,0,582.0
final_full_stack0607.tif,1,536.0
final_full_stack0607.tif,0,584.0
final_full_stack0607.tif,2,594.0
final_full_stack0608.tif,2,594.0
final_full_stack0608.tif,1,549.0
final_full_stack0608.tif,0,584.0
final_full_stack0609.tif,2,593.0
final_full_stack0609.tif,1,547.0
final_full_stack0609.tif,0,585.0
final_full_stack0610.tif,0,584.0
final_full_stack0610.tif,1,540.0
final_full_stack0610.tif,2,592.0
final_full_stack0611.tif,0,585.0
final_full_stack0611.tif,2,592.0
final_full_stack0611.tif,1,540.0
final_full_stack0612.tif,2,594.0
final_full_stack0612.tif,0,585.0
final_full_stack0612.tif,1,551.0
final_full_stack0613.tif,1,548.0
final_full_stack0613.tif,0,587.0
final_full_stack0613.tif,2,592.0
final_full_stack0614.tif,0,587.0
final_full_stack0614.tif,1,541.0
final_full_stack0614.tif,2,588.0
final_full_stack0615.tif,2,588.0
final_full_stack0615.tif,1,543.0
final_full_stack0615.tif,0,585.0
final_full_stack0616.tif,0,585.0
final_full_stack0616.tif,2,591.0
final_full_stack0616.tif,1,546.0
final_full_stack0617.tif,2,595.0
final_full_stack0617.tif,1,549.0
final_full_stack0617.tif,0,586.0
final_full_stack0618.tif,2,594.0
final_full_stack0618.tif,1,549.0
final_full_stack0618.tif,0,587.0
final_full_stack0619.tif,2,595.0
final_full_stack0619.tif,1,554.0
final_full_stack0619.tif,0,589.0
final_full_stack0620.tif,1,555.0
final_full_stack0620.tif,2,596.0
final_full_stack0620.tif,0,588.0
final_full_stack0621.tif,1,551.0
final_full_stack0621.tif,2,597.0
final_full_stack0621.tif,0,585.0
final_full_stack0622.tif,0,584.0
final_full_stack0622.tif,2,599.0
final_full_stack0622.tif,1,553.0
final_full_stack0623.tif,0,586.0
final_full_stack0623.tif,1,553.0
final_full_stack0623.tif,2,600.0
final_full_stack0624.tif,2,598.0
final_full_stack0624.tif,0,587.0
final_full_stack0624.tif,1,555.0
final_full_stack0625.tif,2,594.0
final_full_stack0625.tif,0,585.0
final_full_stack0625.tif,1,555.0
final_full_stack0626.tif,1,556.0
final_full_stack0626.tif,0,581.0
final_full_stack0626.tif,2,596.0
final_full_stack0627.tif,0,581.0
final_full_stack0627.tif,1,560.0
final_full_stack0627.tif,2,594.0
final_full_stack0628.tif,1,569.0
final_full_stack0628.tif,0,580.0
final_full_stack0628.tif,2,592.0
final_full_stack0629.tif,1,553.0
final_full_stack0629.tif,2,591.0
final_full_stack0629.tif,0,580.0
final_full_stack0630.tif,1,551.0
final_full_stack0630.tif,0,577.0
final_full_stack0630.tif,2,591.0
final_full_stack0631.tif,2,590.0
final_full_stack0631.tif,0,578.0
final_full_stack0631.tif,1,550.0
final_full_stack0632.tif,0,576.0
final_full_stack0632.tif,1,549.0
final_full_stack0632.tif,2,592.0
final_full_stack0633.tif,1,546.0
final_full_stack0633.tif,0,576.0
final_full_stack0633.tif,2,592.0
final_full_stack0634.tif,1,541.0
final_full_stack0634.tif,2,592.0
final_full_stack0634.tif,0,575.0
final_full_stack0635.tif,0,572.0
final_full_stack0635.tif,1,543.0
final_full_stack0635.tif,2,593.0
final_full_stack0636.tif,2,592.0
final_full_stack0636.tif,1,539.0
final_full_stack0636.tif,0,568.0
final_full_stack0637.tif,1,543.0
final_full_stack0637.tif,0,567.0
final_full_stack0637.tif,2,591.0
final_full_stack0638.tif,0,566.0
final_full_stack0638.tif,1,539.0
final_full_stack0638.tif,2,588.0
final_full_stack0639.tif,1,539.0
final_full_stack0639.tif,2,585.0
final_full_stack0639.tif,0,569.0
final_full_stack0640.tif,0,570.0
final_full_stack0640.tif,2,584.0
final_full_stack0640.tif,1,542.0
final_full_stack0641.tif,1,541.0
final_full_stack0641.tif,0,568.0
final_full_stack0641.tif,2,582.0
final_full_stack0642.tif,1,538.0
final_full_stack0642.tif,0,569.0
final_full_stack0642.tif,2,582.0
final_full_stack0643.tif,0,565.0
final_full_stack0643.tif,1,537.0
final_full_stack0643.tif,2,583.0
final_full_stack0644.tif,2,583.0
final_full_stack0644.tif,1,535.0
final_full_stack0644.tif,0,560.0
final_full_stack0645.tif,0,561.0
final_full_stack0645.tif,2,582.0
final_full_stack0645.tif,1,537.0
final_full_stack0646.tif,1,537.0
final_full_stack0646.tif,2,582.0
final_full_stack0646.tif,0,563.0
final_full_stack0647.tif,1,536.0
final_full_stack0647.tif,0,565.0
final_full_stack0647.tif,2,583.0
final_full_stack0648.tif,0,564.0
final_full_stack0648.tif,2,586.0
final_full_stack0648.tif,1,539.0
final_full_stack0649.tif,2,589.0
final_full_stack0649.tif,0,565.0
final_full_stack0649.tif,1,536.0
final_full_stack0650.tif,1,536.0
final_full_stack0650.tif,2,590.0
final_full_stack0650.tif,0,565.0
final_full_stack0651.tif,1,535.0
final_full_stack0651.tif,0,568.0
final_full_stack0651.tif,2,590.0
final_full_stack0652.tif,2,587.0
final_full_stack0652.tif,1,538.0
final_full_stack0652.tif,0,570.0
final_full_stack0653.tif,0,572.0
final_full_stack0653.tif,1,537.0
final_full_stack0653.tif,2,583.0
final_full_stack0654.tif,2,580.0
final_full_stack0654.tif,0,570.0
final_full_stack0654.tif,1,536.0
final_full_stack0655.tif,2,579.0
final_full_stack0655.tif,1,534.0
final_full_stack0655.tif,0,570.0
final_full_stack0656.tif,1,535.0
final_full_stack0656.tif,2,580.0
final_full_stack0656.tif,0,567.0
final_full_stack0657.tif,0,565.0
final_full_stack0657.tif,1,534.0
final_full_stack0657.tif,2,580.0
final_full_stack0658.tif,1,532.0
final_full_stack0658.tif,2,580.0
final_full_stack0658.tif,0,562.0
final_full_stack0659.tif,2,583.0
final_full_stack0659.tif,1,531.0
final_full_stack0659.tif,0,563.0
final_full_stack0660.tif,1,543.0
final_full_stack0660.tif,0,562.0
final_full_stack0660.tif,2,584.0
final_full_stack0661.tif,0,563.0
final_full_stack0661.tif,1,530.0
final_full_stack0661.tif,2,585.0
final_full_stack0662.tif,0,563.0
final_full_stack0662.tif,2,587.0
final_full_stack0662.tif,1,532.0
final_full_stack0663.tif,1,534.0
final_full_stack0663.tif,0,562.0
final_full_stack0663.tif,2,582.0
final_full_stack0664.tif,2,581.0
final_full_stack0664.tif,0,564.0
final_full_stack0664.tif,1,535.0
final_full_stack0665.tif,2,580.0
final_full_stack0665.tif,1,538.0
final_full_stack0665.tif,0,562.0
final_full_stack0666.tif,2,580.0
final_full_stack0666.tif,0,564.0
final_full_stack0666.tif,1,541.0
final_full_stack0667.tif,2,581.0
final_full_stack0667.tif,0,567.0
final_full_stack0667.tif,1,542.0
final_full_stack0668.tif,0,562.0
final_full_stack0668.tif,1,542.0
final_full_stack0668.tif,2,581.0
final_full_stack0669.tif,0,565.0
final_full_stack0669.tif,2,581.0
final_full_stack0669.tif,1,542.0
final_full_stack0670.tif,0,562.0
final_full_stack0670.tif,2,583.0
final_full_stack0670.tif,1,541.0
final_full_stack0671.tif,0,557.0
final_full_stack0671.tif,1,542.0
final_full_stack0671.tif,2,585.0
final_full_stack0672.tif,1,542.0
final_full_stack0672.tif,2,585.0
final_full_stack0672.tif,0,556.0
final_full_stack0673.tif,1,543.0
final_full_stack0673.tif,2,585.0
final_full_stack0673.tif,0,555.0
final_full_stack0674.tif,1,544.0
final_full_stack0674.tif,2,583.0
final_full_stack0674.tif,0,554.0
final_full_stack0675.tif,2,581.0
final_full_stack0675.tif,1,544.0
final_full_stack0675.tif,0,553.0
final_full_stack0676.tif,1,542.0
final_full_stack0676.tif,0,552.0
final_full_stack0676.tif,2,582.0
final_full_stack0677.tif,1,542.0
final_full_stack0677.tif,2,580.0
final_full_stack0677.tif,0,556.0
final_full_stack0678.tif,1,540.0
final_full_stack0678.tif,2,579.0
final_full_stack0678.tif,0,560.0
final_full_stack0679.tif,2,579.0
final_full_stack0679.tif,0,565.0
final_full_stack0679.tif,1,541.0
final_full_stack0680.tif,2,579.0
final_full_stack0680.tif,1,540.0
final_full_stack0680.tif,0,560.0
final_full_stack0681.tif,2,579.0
final_full_stack0681.tif,1,537.0
final_full_stack0681.tif,0,562.0
final_full_stack0682.tif,0,554.0
final_full_stack0682.tif,1,537.0
final_full_stack0682.tif,2,581.0
final_full_stack0683.tif,0,554.0
final_full_stack0683.tif,2,578.0
final_full_stack0683.tif,1,535.0
final_full_stack0684.tif,1,535.0
final_full_stack0684.tif,0,562.0
final_full_stack0684.tif,2,580.0
final_full_stack0684.tif,1,177.0
final_full_stack0685.tif,1,535.0
final_full_stack0685.tif,1,175.0
final_full_stack0685.tif,2,580.0
final_full_stack0685.tif,0,561.0
final_full_stack0686.tif,1,534.0
final_full_stack0686.tif,2,577.0
final_full_stack0686.tif,0,561.0
final_full_stack0686.tif,1,176.0
final_full_stack0687.tif,0,560.0
final_full_stack0687.tif,1,534.0
final_full_stack0687.tif,1,178.0
final_full_stack0687.tif,2,576.0
final_full_stack0688.tif,1,534.0
final_full_stack0688.tif,0,560.0
final_full_stack0688.tif,2,576.0
final_full_stack0689.tif,2,574.0
final_full_stack0689.tif,0,561.0
final_full_stack0689.tif,1,534.0
final_full_stack0690.tif,2,575.0
final_full_stack0690.tif,1,534.0
final_full_stack0690.tif,0,561.0
final_full_stack0691.tif,0,562.0
final_full_stack0691.tif,2,575.0
final_full_stack0691.tif,1,533.0
final_full_stack0692.tif,1,532.0
final_full_stack0692.tif,0,562.0
final_full_stack0692.tif,2,575.0
final_full_stack0693.tif,1,531.0
final_full_stack0693.tif,2,575.0
final_full_stack0693.tif,0,561.0
final_full_stack0694.tif,1,532.0
final_full_stack0694.tif,2,575.0
final_full_stack0694.tif,0,559.0
final_full_stack0695.tif,1,532.0
final_full_stack0695.tif,0,558.0
final_full_stack0695.tif,2,576.0
final_full_stack0696.tif,0,553.0
final_full_stack0696.tif,2,576.0
final_full_stack0696.tif,1,532.0
final_full_stack0697.tif,1,532.0
final_full_stack0697.tif,2,576.0
final_full_stack0697.tif,0,554.0
final_full_stack0698.tif,1,532.0
final_full_stack0698.tif,0,556.0
final_full_stack0698.tif,2,574.0
final_full_stack0699.tif,2,570.0
final_full_stack0699.tif,0,556.0
final_full_stack0699.tif,1,534.0
final_full_stack0700.tif,2,569.0
final_full_stack0700.tif,0,555.0
final_full_stack0700.tif,1,537.0
final_full_stack0701.tif,1,541.0
final_full_stack0701.tif,0,553.0
final_full_stack0701.tif,2,570.0
final_full_stack0702.tif,1,543.0
final_full_stack0702.tif,2,569.0
final_full_stack0702.tif,0,552.0
final_full_stack0703.tif,0,552.0
final_full_stack0703.tif,2,568.0
final_full_stack0703.tif,1,546.0
final_full_stack0704.tif,1,546.0
final_full_stack0704.tif,0,552.0
final_full_stack0704.tif,2,564.0
final_full_stack0705.tif,2,568.0
final_full_stack0705.tif,0,552.0
final_full_stack0705.tif,1,546.0
final_full_stack0706.tif,0,550.0
final_full_stack0706.tif,2,565.0
final_full_stack0706.tif,1,550.0
final_full_stack0707.tif,1,543.0
final_full_stack0707.tif,0,551.0
final_full_stack0707.tif,2,566.0
final_full_stack0708.tif,1,541.0
final_full_stack0708.tif,0,551.0
final_full_stack0708.tif,2,567.0
final_full_stack0709.tif,1,542.0
final_full_stack0709.tif,2,567.0
final_full_stack0709.tif,0,550.0
final_full_stack0710.tif,0,548.0
final_full_stack0710.tif,1,542.0
final_full_stack0710.tif,2,566.0
final_full_stack0711.tif,1,533.0
final_full_stack0711.tif,2,563.0
final_full_stack0711.tif,0,546.0
final_full_stack0712.tif,0,544.0
final_full_stack0712.tif,2,563.0
final_full_stack0712.tif,1,531.0
final_full_stack0713.tif,1,538.0
final_full_stack0713.tif,0,542.0
final_full_stack0713.tif,2,563.0
final_full_stack0714.tif,0,544.0
final_full_stack0714.tif,1,539.0
final_full_stack0714.tif,2,563.0
final_full_stack0715.tif,2,562.0
final_full_stack0715.tif,1,529.0
final_full_stack0715.tif,0,544.0
final_full_stack0716.tif,1,530.0
final_full_stack0716.tif,2,564.0
final_full_stack0716.tif,0,546.0
final_full_stack0717.tif,0,546.0
final_full_stack0717.tif,2,566.0
final_full_stack0717.tif,1,527.0
final_full_stack0718.tif,2,567.0
final_full_stack0718.tif,1,527.0
final_full_stack0718.tif,0,544.0
final_full_stack0719.tif,1,527.0
final_full_stack0719.tif,2,567.0
final_full_stack0719.tif,0,547.0
final_full_stack0720.tif,0,548.0
final_full_stack0720.tif,1,537.0
final_full_stack0720.tif,2,567.0
final_full_stack0721.tif,2,567.0
final_full_stack0721.tif,1,540.0
final_full_stack0721.tif,0,549.0
final_full_stack0722.tif,1,540.0
final_full_stack0722.tif,0,550.0
final_full_stack0722.tif,2,567.0
final_full_stack0723.tif,1,528.0
final_full_stack0723.tif,2,567.0
final_full_stack0723.tif,0,551.0
final_full_stack0724.tif,2,565.0
final_full_stack0724.tif,0,553.0
final_full_stack0724.tif,1,526.0
final_full_stack0725.tif,2,564.0
final_full_stack0725.tif,0,551.0
final_full_stack0725.tif,1,535.0
final_full_stack0726.tif,1,525.0
final_full_stack0726.tif,0,551.0
final_full_stack0726.tif,2,563.0
final_full_stack0727.tif,0,551.0
final_full_stack0727.tif,1,528.0
final_full_stack0727.tif,2,563.0
final_full_stack0728.tif,1,527.0
final_full_stack0728.tif,2,563.0
final_full_stack0728.tif,0,550.0
final_full_stack0729.tif,2,563.0
final_full_stack0729.tif,0,549.0
final_full_stack0729.tif,1,525.0
final_full_stack0730.tif,0,549.0
final_full_stack0730.tif,1,526.0
final_full_stack0730.tif,2,563.0
final_full_stack0731.tif,0,550.0
final_full_stack0731.tif,1,529.0
final_full_stack0731.tif,2,564.0
final_full_stack0732.tif,2,565.0
final_full_stack0732.tif,0,548.0
final_full_stack0732.tif,1,527.0
final_full_stack0733.tif,2,565.0
final_full_stack0733.tif,0,543.0
final_full_stack0733.tif,1,527.0
final_full_stack0734.tif,0,541.0
final_full_stack0734.tif,1,527.0
final_full_stack0734.tif,2,567.0
final_full_stack0735.tif,2,565.0
final_full_stack0735.tif,0,541.0
final_full_stack0735.tif,1,526.0
final_full_stack0736.tif,0,191.0
final_full_stack0736.tif,2,563.0
final_full_stack0736.tif,1,526.0
final_full_stack0736.tif,0,541.0
final_full_stack0737.tif,2,562.0
final_full_stack0737.tif,1,526.0
final_full_stack0737.tif,0,540.0
final_full_stack0738.tif,2,563.0
final_full_stack0738.tif,0,541.0
final_full_stack0738.tif,1,525.0
final_full_stack0739.tif,1,524.0
final_full_stack0739.tif,2,562.0
final_full_stack0739.tif,0,541.0
final_full_stack0740.tif,2,563.0
final_full_stack0740.tif,1,524.0
final_full_stack0740.tif,0,539.0
final_full_stack0741.tif,0,541.0
final_full_stack0741.tif,1,525.0
final_full_stack0741.tif,2,565.0
final_full_stack0742.tif,2,566.0
final_full_stack0742.tif,1,525.0
final_full_stack0742.tif,0,541.0
final_full_stack0743.tif,0,539.0
final_full_stack0743.tif,1,525.0
final_full_stack0743.tif,2,566.0
final_full_stack0744.tif,1,525.0
final_full_stack0744.tif,0,540.0
final_full_stack0744.tif,2,566.0
final_full_stack0745.tif,1,526.0
final_full_stack0745.tif,0,541.0
final_full_stack0745.tif,2,563.0
final_full_stack0746.tif,2,560.0
final_full_stack0746.tif,1,526.0
final_full_stack0746.tif,0,542.0
final_full_stack0747.tif,2,560.0
final_full_stack0747.tif,0,544.0
final_full_stack0747.tif,1,527.0
final_full_stack0748.tif,0,544.0
final_full_stack0748.tif,1,528.0
final_full_stack0748.tif,2,561.0
final_full_stack0749.tif,1,526.0
final_full_stack0749.tif,0,543.0
final_full_stack0749.tif,2,561.0
final_full_stack0750.tif,0,544.0
final_full_stack0750.tif,1,531.0
final_full_stack0750.tif,2,560.0
final_full_stack0751.tif,2,560.0
final_full_stack0751.tif,0,541.0
final_full_stack0751.tif,1,528.0
final_full_stack0752.tif,0,542.0
final_full_stack0752.tif,2,561.0
final_full_stack0752.tif,1,529.0
final_full_stack0753.tif,0,542.0
final_full_stack0753.tif,1,528.0
final_full_stack0753.tif,2,568.0
final_full_stack0754.tif,2,568.0
final_full_stack0754.tif,0,542.0
final_full_stack0754.tif,1,530.0
final_full_stack0755.tif,2,568.0
final_full_stack0755.tif,0,539.0
final_full_stack0755.tif,1,528.0
final_full_stack0756.tif,2,560.0
final_full_stack0756.tif,1,527.0
final_full_stack0756.tif,0,538.0
final_full_stack0757.tif,2,556.0
final_full_stack0757.tif,0,538.0
final_full_stack0757.tif,1,531.0
final_full_stack0758.tif,1,528.0
final_full_stack0758.tif,2,555.0
final_full_stack0758.tif,0,537.0
final_full_stack0759.tif,1,531.0
final_full_stack0759.tif,0,537.0
final_full_stack0759.tif,2,555.0
final_full_stack0760.tif,1,524.0
final_full_stack0760.tif,0,540.0
final_full_stack0760.tif,2,558.0
final_full_stack0761.tif,0,537.0
final_full_stack0761.tif,2,561.0
final_full_stack0761.tif,1,529.0
final_full_stack0762.tif,2,562.0
final_full_stack0762.tif,1,524.0
final_full_stack0762.tif,0,537.0
final_full_stack0763.tif,0,539.0
final_full_stack0763.tif,1,524.0
final_full_stack0763.tif,2,562.0
final_full_stack0764.tif,1,524.0
final_full_stack0764.tif,2,560.0
final_full_stack0764.tif,0,536.0
final_full_stack0765.tif,0,537.0
final_full_stack0765.tif,1,524.0
final_full_stack0765.tif,2,562.0
final_full_stack0766.tif,0,534.0
final_full_stack0766.tif,2,557.0
final_full_stack0766.tif,1,524.0
final_full_stack0767.tif,0,531.0
final_full_stack0767.tif,1,522.0
final_full_stack0767.tif,2,558.0
final_full_stack0768.tif,2,554.0
final_full_stack0768.tif,0,532.0
final_full_stack0768.tif,1,523.0
final_full_stack0769.tif,2,553.0
final_full_stack0769.tif,1,522.0
final_full_stack0769.tif,0,532.0
final_full_stack0770.tif,1,521.0
final_full_stack0770.tif,0,531.0
final_full_stack0770.tif,2,557.0
final_full_stack0771.tif,0,529.0
final_full_stack0771.tif,2,556.0
final_full_stack0771.tif,1,522.0
final_full_stack0772.tif,0,527.0
final_full_stack0772.tif,1,519.0
final_full_stack0772.tif,2,554.0
final_full_stack0773.tif,1,518.0
final_full_stack0773.tif,2,551.0
final_full_stack0773.tif,0,527.0
final_full_stack0774.tif,2,550.0
final_full_stack0774.tif,0,526.0
final_full_stack0774.tif,1,518.0
final_full_stack0775.tif,2,552.0
final_full_stack0775.tif,0,529.0
final_full_stack0775.tif,1,518.0
final_full_stack0776.tif,1,519.0
final_full_stack0776.tif,0,528.0
final_full_stack0776.tif,2,556.0
final_full_stack0777.tif,1,520.0
final_full_stack0777.tif,2,559.0
final_full_stack0777.tif,0,530.0
final_full_stack0778.tif,1,519.0
final_full_stack0778.tif,0,528.0
final_full_stack0778.tif,2,562.0
final_full_stack0779.tif,0,528.0
final_full_stack0779.tif,2,561.0
final_full_stack0779.tif,1,521.0
final_full_stack0780.tif,2,562.0
final_full_stack0780.tif,1,518.0
final_full_stack0780.tif,0,528.0
final_full_stack0781.tif,1,520.0
final_full_stack0781.tif,0,526.0
final_full_stack0781.tif,2,564.0
final_full_stack0782.tif,1,519.0
final_full_stack0782.tif,2,571.0
final_full_stack0782.tif,0,526.0
final_full_stack0783.tif,0,525.0
final_full_stack0783.tif,2,564.0
final_full_stack0783.tif,1,519.0
final_full_stack0784.tif,1,521.0
final_full_stack0784.tif,2,559.0
final_full_stack0784.tif,0,527.0
final_full_stack0785.tif,2,560.0
final_full_stack0785.tif,0,531.0
final_full_stack0785.tif,1,520.0
final_full_stack0786.tif,2,562.0
final_full_stack0786.tif,0,532.0
final_full_stack0786.tif,1,520.0
final_full_stack0787.tif,2,561.0
final_full_stack0787.tif,0,532.0
final_full_stack0787.tif,1,520.0
final_full_stack0788.tif,1,518.0
final_full_stack0788.tif,0,530.0
final_full_stack0788.tif,2,563.0
final_full_stack0789.tif,0,529.0
final_full_stack0789.tif,2,562.0
final_full_stack0789.tif,1,523.0
final_full_stack0790.tif,1,523.0
final_full_stack0790.tif,2,563.0
final_full_stack0790.tif,0,527.0
final_full_stack0791.tif,0,529.0
final_full_stack0791.tif,1,521.0
final_full_stack0791.tif,2,566.0
final_full_stack0792.tif,1,521.0
final_full_stack0792.tif,2,569.0
final_full_stack0792.tif,0,530.0
final_full_stack0793.tif,2,570.0
final_full_stack0793.tif,1,520.0
final_full_stack0793.tif,0,529.0
final_full_stack0794.tif,1,519.0
final_full_stack0794.tif,0,530.0
final_full_stack0794.tif,2,561.0
final_full_stack0795.tif,1,519.0
final_full_stack0795.tif,0,531.0
final_full_stack0795.tif,2,559.0
final_full_stack0796.tif,1,520.0
final_full_stack0796.tif,0,528.0
final_full_stack0796.tif,2,559.0
final_full_stack0797.tif,2,558.0
final_full_stack0797.tif,0,530.0
final_full_stack0797.tif,1,521.0
final_full_stack0798.tif,0,529.0
final_full_stack0798.tif,1,519.0
final_full_stack0798.tif,2,560.0
final_full_stack0799.tif,2,557.0
final_full_stack0799.tif,0,525.0
final_full_stack0799.tif,1,523.0
final_full_stack0800.tif,1,524.0
final_full_stack0800.tif,2,555.0
final_full_stack0800.tif,0,527.0
final_full_stack0801.tif,2,553.0
final_full_stack0801.tif,1,522.0
final_full_stack0801.tif,0,526.0
final_full_stack0802.tif,2,552.0
final_full_stack0802.tif,0,524.0
final_full_stack0802.tif,1,522.0
final_full_stack0803.tif,2,553.0
final_full_stack0803.tif,1,523.0
