Height,height_Predicted
0.004,2.1421874081773384
0.008,2.141693520136198
0.012,2.141199632095058
0.016,2.1407057440539177
0.02,2.1402118560127774
0.024,2.139717967971637
0.028,2.139224079930497
0.032,2.1387301918893566
0.036000000000000004,2.1382363038482164
0.04000000000000001,2.137742415807076
0.044,2.137248527765936
0.048,2.136754639724795
0.052000000000000005,2.136260751683655
0.05600000000000001,2.1357668636425147
0.06,2.1352729756013744
0.064,2.134779087560234
0.068,2.134285199519094
0.07200000000000001,2.1337913114779536
0.07600000000000001,2.1332974234368134
0.08,2.132803535395673
0.084,2.132309647354533
0.08800000000000001,2.1318157593133926
0.092,2.1313218712722524
0.096,2.130827983231112
0.1,2.130334095189972
0.10400000000000001,2.1298402071488316
0.10800000000000001,2.1293463191076913
0.112,2.128852431066551
0.116,2.128358543025411
0.12000000000000001,2.1278646549842706
0.124,2.1273707669431303
0.128,2.12687687890199
0.132,2.12638299086085
0.136,2.125889102819709
0.14,2.125395214778569
0.14400000000000002,2.1249013267374286
0.14800000000000002,2.1244074386962883
0.152,2.123913550655148
0.156,2.123419662614008
0.16,2.1229257745728676
0.164,2.1224318865317273
0.168,2.121937998490587
0.17200000000000001,2.121444110449447
0.17600000000000002,2.1209502224083066
0.18,2.1204563343671663
0.184,2.119962446326026
0.188,2.119468558284886
0.192,2.1189746702437455
0.196,2.1184807822026053
0.2,2.117986894161465
0.20400000000000001,2.1174930061203248
0.20800000000000002,2.1169991180791845
0.21200000000000002,2.1165052300380442
0.216,2.116011341996904
0.22,2.1155174539557637
0.224,2.115023565914623
0.228,2.114529677873483
0.232,2.1140357898323425
0.23600000000000002,2.1135419017912023
0.24000000000000002,2.113048013750062
0.244,2.1125541257089218
0.248,2.1120602376677815
0.252,2.1115663496266412
0.256,2.111072461585501
0.26,2.1105785735443607
0.264,2.1100846855032205
0.268,2.1095907974620802
0.272,2.10909690942094
0.276,2.1086030213797997
0.28,2.1081091333386595
0.28400000000000003,2.107615245297519
0.28800000000000003,2.107121357256379
0.29200000000000004,2.1066274692152387
0.296,2.1061335811740984
0.3,2.105639693132958
0.304,2.105145805091818
0.308,2.1046519170506777
0.312,2.104158029009537
0.316,2.1036641409683967
0.32,2.1031702529272565
0.324,2.102676364886116
0.328,2.102182476844976
0.332,2.1016885888038357
0.336,2.1011947007626954
0.34,2.100700812721555
0.34400000000000003,2.100206924680415
0.34800000000000003,2.0997130366392747
0.35200000000000004,2.0992191485981344
0.356,2.098725260556994
0.36,2.098231372515854
0.364,2.0977374844747136
0.368,2.0972435964335734
0.372,2.096749708392433
0.376,2.096255820351293
